,ydstogo,yardline_100,play_type,half_seconds_remaining,score_differential,fg_prob,td_prob
21567,6,65.0,2,930.0,-4.0,0.2235979048716782,0.30959585980904697
21568,6,48.0,2,321.0,8.0,0.262268746857481,0.2840362200375496
21573,6,61.0,1,1026.0,-21.0,0.25071309049894186,0.3254425736354506
21574,8,49.0,2,938.0,-21.0,0.3341244858638988,0.3375010787722181
21582,3,64.0,1,1426.0,0.0,0.2253357930900076,0.3567003514956576
21584,2,50.0,1,865.0,-7.0,0.2929075769686576,0.4173939399891632
21586,6,84.0,2,490.0,0.0,0.10176412576522806,0.19136802934461966
21590,2,42.0,1,1383.0,-4.0,0.3484455741931247,0.43242094162026207
21592,6,48.0,2,1193.0,1.0,0.3390857852518777,0.3583283056688965
21595,6,56.0,1,689.0,4.0,0.26798196347983666,0.32504971337200106
21596,2,72.0,1,151.0,3.0,0.0914847664684512,0.186897082426258
21597,1,54.0,1,1718.0,0.0,0.26066078600026377,0.4541987259057365
21601,4,35.0,2,936.0,0.0,0.40880838819220267,0.391591209195261
21602,1,84.0,1,805.0,0.0,0.11285298259483832,0.3208241957414925
21604,2,50.0,1,358.0,0.0,0.2384542110133545,0.34467990124635084
21606,14,44.0,2,70.0,0.0,0.27969735704150034,0.13652073257462635
21608,1,29.0,1,1650.0,3.0,0.3977059490007636,0.4717449334904074
21609,1,13.0,1,1524.0,3.0,0.4803733491415926,0.4465148586644073
21610,1,1.0,1,1416.0,3.0,0.2039578950335504,0.7507968103667141
21613,1,71.0,1,845.0,-20.0,0.1677825113247718,0.38969681137612777
21615,4,61.0,2,534.0,-20.0,0.2148602724999457,0.3111371360786344
21617,3,90.0,2,269.0,20.0,0.05951811763720233,0.14548930580450686
21618,4,74.0,2,1738.0,0.0,0.17165001460668194,0.2937731312734835
21620,9,60.0,2,1441.0,0.0,0.2648808496113149,0.30414188067896275
21622,7,91.0,2,1316.0,0.0,0.0983168712956467,0.1941049142520708
21623,2,32.0,2,1110.0,0.0,0.4055235716900261,0.4344916854440281
21624,2,13.0,2,1018.0,0.0,0.5092529548212101,0.4078050364276098
21628,2,2.0,1,1611.0,6.0,0.3140678959101549,0.6393665407843246
21629,1,59.0,2,1469.0,13.0,0.2342561706703788,0.4440942773142885
21630,5,50.0,2,1178.0,-7.0,0.3213940029650114,0.3658270301326073
21631,6,66.0,2,842.0,4.0,0.2145651776878744,0.30246577225558835
21632,9,33.0,2,685.0,4.0,0.4356820370146264,0.3366270399529641
21636,6,64.0,2,219.0,7.0,0.14427649274968346,0.2006767306643117
21639,5,36.0,2,35.0,-10.0,0.3068106905861626,0.16882732990321267
21642,9,79.0,2,1635.0,0.0,0.15019533668446874,0.2300816782062277
21643,4,50.0,2,1427.0,0.0,0.31726723458681605,0.37796539926789496
21645,9,54.0,2,1128.0,0.0,0.3052276784413245,0.3222470366364448
21653,23,50.0,2,68.0,7.0,0.2390867768864032,0.1139151342961395
21655,2,2.0,2,1538.0,-10.0,0.3137111292988529,0.6399533700609871
21658,7,75.0,1,1271.0,3.0,0.1711695860528833,0.26421479470248865
21661,10,55.0,2,428.0,-11.0,0.24761016288858664,0.26413219012707617
21667,1,81.0,1,1139.0,-3.0,0.13014399352602316,0.3499081629109645
21671,2,63.0,2,184.0,-9.0,0.13215733643668207,0.23470027720887146
21672,8,58.0,1,118.0,-9.0,0.197753071958808,0.13655413979028447
21676,11,30.0,1,1016.0,9.0,0.4773914544469262,0.3327624867996248
21680,10,68.0,2,329.0,16.0,0.15164224150760872,0.19832065134267066
21681,5,10.0,2,81.0,16.0,0.5481529486381964,0.2015309114871285
21683,2,37.0,2,1206.0,-3.0,0.3772301950673645,0.43548170594238617
21684,17,41.0,2,1076.0,-3.0,0.4122842353054189,0.3069298859947375
21690,3,75.0,2,784.0,3.0,0.15730841490106762,0.3005571410967684
21691,8,65.0,2,655.0,3.0,0.21206376613727776,0.2765154296445484
21692,1,46.0,2,328.0,-10.0,0.2408512869242553,0.3856477145343412
21693,8,22.0,2,221.0,-10.0,0.4259788947702609,0.28922248286478835
21694,5,7.0,2,134.0,-10.0,0.4905293087572522,0.29576591251082057
21696,3,33.0,2,75.0,-3.0,0.3435655079456396,0.20333717645791288
21698,3,52.0,2,1666.0,0.0,0.29764727328351315,0.3887511045460595
21700,4,89.0,2,1315.0,7.0,0.10512737412657212,0.2295972132001277
21702,1,1.0,1,337.0,-7.0,0.1921409459737632,0.7290997829767268
21716,3,40.0,2,949.0,4.0,0.3682661830292453,0.4076826914098285
21717,4,71.0,2,723.0,-11.0,0.17663078383019687,0.2969579690981457
21718,5,21.0,2,529.0,-11.0,0.4792669066845868,0.35484046948687503
21719,5,5.0,2,433.0,-11.0,0.462198627784397,0.4595084884467064
21720,3,80.0,2,363.0,4.0,0.09970507448234682,0.20826106605160213
21721,1,60.0,1,273.0,4.0,0.1578064693460757,0.3142230514158811
21722,20,58.0,2,51.0,-11.0,0.17616948990500236,0.09821511650279502
21723,1,14.0,2,16.0,-11.0,0.43445124177764577,0.24871736908252395
21725,8,75.0,2,1308.0,4.0,0.171877958705051,0.2568242143213995
21729,2,28.0,2,442.0,-3.0,0.3895904641634858,0.3998338333629797
21731,3,56.0,2,1570.0,0.0,0.2730084286584467,0.3803433628550085
21732,1,26.0,1,1450.0,0.0,0.4131045955187668,0.4704423603783701
21733,1,71.0,2,1251.0,-7.0,0.1741418463631192,0.3998729939653305
21734,12,56.0,2,936.0,4.0,0.2920199203244452,0.2987564020527738
21735,2,39.0,2,683.0,-11.0,0.34886688542235866,0.4215437379120366
21736,6,48.0,2,330.0,4.0,0.26452124020013196,0.28640312703138143
21741,5,45.0,2,1308.0,-11.0,0.3554645739791806,0.3731423787159744
21742,12,78.0,2,1246.0,4.0,0.15737868462791169,0.22427238415881487
21744,7,64.0,2,361.0,-3.0,0.17608591059517348,0.2352439716165559
21745,1,1.0,2,186.0,-3.0,0.18545853470809254,0.7067389971252567
21746,1,71.0,1,126.0,-4.0,0.08657790955930582,0.20519807474597496
21749,1,28.0,1,1158.0,-7.0,0.4005017232926136,0.4742937917124285
21751,10,81.0,2,794.0,4.0,0.13512939173646965,0.21325562081894672
21753,3,15.0,2,60.0,4.0,0.4823044284544569,0.2161998851690901
21754,1,75.0,2,25.0,-11.0,0.07647235262338252,0.11239013254091253
21756,8,78.0,1,1759.0,11.0,0.15421262879534822,0.2383237472969594
21757,2,60.0,2,1632.0,11.0,0.2416465021483035,0.39333796976436697
21764,4,74.0,2,320.0,-34.0,0.11753546190205047,0.2093460637002355
21765,8,57.0,2,1566.0,0.0,0.2832098432807593,0.31806442822437225
21766,9,15.0,2,1398.0,0.0,0.5673746754167516,0.3252971555892113
21769,5,48.0,2,994.0,0.0,0.3318741233204702,0.36815556873711136
21770,2,74.0,2,787.0,0.0,0.15887119208909506,0.3288180048064568
21772,1,71.0,1,1738.0,-3.0,0.17374655947718792,0.3935356749921496
21773,10,68.0,2,1670.0,-3.0,0.2127683384122304,0.2679587954346709
21774,12,35.0,2,1591.0,-3.0,0.4487620904079905,0.32577511528187336
21776,1,71.0,1,1354.0,0.0,0.17438832028193674,0.3992801190889272
21779,2,53.0,2,786.0,6.0,0.2716400202846139,0.40636600576299
21782,2,22.0,1,204.0,6.0,0.3771937015054456,0.3551881950809997
21783,5,43.0,2,113.0,-13.0,0.29525497460966554,0.18064087320103867
21787,1,71.0,2,690.0,4.0,0.16047312817116902,0.3743488874988013
21788,5,53.0,2,582.0,4.0,0.2736169759111989,0.3317468227718718
21792,5,75.0,2,1722.0,-10.0,0.16788024635711662,0.2769784988962666
21793,3,38.0,2,1553.0,-10.0,0.3861300489632987,0.4074598338147913
21797,4,89.0,2,1180.0,7.0,0.10497470977196452,0.2301363119654133
21802,4,30.0,1,232.0,17.0,0.3517278068925869,0.31809098976121125
21804,2,14.0,2,1664.0,0.0,0.5086557239655971,0.40622179716786255
21805,1,71.0,1,1552.0,-7.0,0.17426011613725953,0.3967699509653058
21806,3,34.0,2,1177.0,7.0,0.40931708665561495,0.41034463226565204
21807,3,60.0,2,1063.0,-14.0,0.2469060087976869,0.3711793749882668
21810,4,55.0,2,277.0,10.0,0.2018191835383642,0.2682953941464832
21816,2,19.0,1,764.0,20.0,0.4702872289788382,0.4161706776482473
21820,4,73.0,1,120.0,23.0,0.08562417374266983,0.15101566220597742
21824,7,34.0,2,1082.0,0.0,0.43697554947711603,0.3597604099796552
21825,4,74.0,2,906.0,-7.0,0.16870277985277518,0.29556794124263924
21827,9,64.0,2,780.0,7.0,0.2281597829448489,0.2839219690543137
21833,3,31.0,2,1099.0,-16.0,0.4266216291887916,0.4092061720274987
21835,1,70.0,1,556.0,-16.0,0.15447614453348946,0.3561712503758555
21836,1,51.0,1,463.0,-16.0,0.2370668244196205,0.40853954607903625
21844,4,45.0,2,1654.0,-11.0,0.3496249595579677,0.3830753081016324
21848,9,79.0,2,646.0,14.0,0.1365943500738532,0.21515115896453665
21851,8,69.0,2,120.0,-21.0,0.1023118779430387,0.14406998153689649
21852,4,58.0,1,1654.0,0.0,0.26539207379690155,0.35551243673259797
21853,4,15.0,2,1397.0,0.0,0.5334467669709039,0.370242357961194
21854,7,7.0,2,1195.0,7.0,0.5453993781293245,0.4086158619098861
21857,6,64.0,2,536.0,14.0,0.2025096152021281,0.2791730026638136
21858,8,55.0,2,447.0,14.0,0.2480783315336801,0.2787667987310517
21860,15,85.0,2,1568.0,17.0,0.12260555374056535,0.18305155249491686
21863,8,34.0,2,1187.0,11.0,0.4425056249149607,0.3519891946968078
21867,17,81.0,1,824.0,18.0,0.1374371305025588,0.1912473880745365
21868,7,60.0,2,717.0,18.0,0.2466102498240069,0.3066181194461213
21869,4,40.0,2,418.0,-32.0,0.32908183467702123,0.34555572547220464
21872,5,22.0,2,1272.0,0.0,0.5022005244391661,0.3698007653929507
21876,6,81.0,2,693.0,3.0,0.1288300763552854,0.2299686346802633
21877,10,39.0,2,573.0,3.0,0.384542709293488,0.31900518374520964
21887,1,21.0,1,321.0,9.0,0.3857601577517018,0.4197480629976462
21891,7,20.0,2,1641.0,0.0,0.5286078765548263,0.3450322130567652
21892,13,16.0,2,1553.0,0.0,0.5761851197574771,0.3063146677516124
21894,9,60.0,2,1164.0,-10.0,0.264422620769515,0.3059913514694765
21895,1,33.0,1,1056.0,-10.0,0.37234043519605503,0.4777501924275917
21896,3,62.0,2,900.0,3.0,0.2313834126674648,0.36041653225469217
21897,1,58.0,2,507.0,-6.0,0.2062482568364795,0.3955629579004773
21898,2,27.0,1,383.0,-6.0,0.3860461352753032,0.3907663503855004
21899,4,74.0,2,70.0,-9.0,0.09685584296810353,0.1009817842689698
21900,10,70.0,2,1682.0,-6.0,0.20042849074944785,0.2602569365897732
21902,2,45.0,1,1457.0,3.0,0.3305995342235219,0.4288569560807927
21903,7,21.0,2,1282.0,3.0,0.5215767132676299,0.3492571850208677
21906,1,1.0,1,376.0,3.0,0.19339679067397908,0.7330603599044371
21908,3,32.0,2,69.0,-6.0,0.3482572576061672,0.202986187436196
21909,6,82.0,2,18.0,-1.0,0.06212443044420302,0.0667179578556205
21911,1,54.0,2,1264.0,0.0,0.2602655689409493,0.4593404707478056
21912,1,32.0,1,1125.0,0.0,0.37869268089907,0.4775184707431141
21913,2,5.0,1,928.0,0.0,0.5481655272841515,0.388880895976106
21915,3,3.0,2,691.0,7.0,0.3793831692261817,0.5659034251016318
21918,7,89.0,2,1747.0,-18.0,0.10446238142546548,0.1975482544510947
21923,2,39.0,1,1051.0,-12.0,0.3634393600964038,0.4346282717272357
21924,7,64.0,2,900.0,6.0,0.2305834511669556,0.30341396582078944
21930,1,54.0,1,1367.0,3.0,0.2606686705342676,0.4587205456124578
21935,6,53.0,2,1628.0,-3.0,0.3053630265774919,0.3443844846436301
21938,6,59.0,2,1303.0,-3.0,0.2660034641303809,0.3321783226030516
21941,11,81.0,2,157.0,1.0,0.07117230038253768,0.11181337490302456
21945,1,77.0,2,1006.0,-21.0,0.1451937028961343,0.36833755219094144
21951,8,94.0,2,283.0,-38.0,0.0534269148939784,0.1102228701186149
21952,7,61.0,2,145.0,-38.0,0.14132729817442094,0.18134964309660945
21957,7,80.0,2,1248.0,-38.0,0.14549049642555176,0.2427825186197144
21962,7,77.0,2,1753.0,0.0,0.15890657452591542,0.24958066752220265
21965,8,71.0,2,1161.0,3.0,0.19402089927169808,0.2736551606165201
21966,5,45.0,1,1031.0,3.0,0.35262280805883905,0.3730555715117176
21970,2,60.0,1,473.0,-6.0,0.2024248653585806,0.3404175542338899
21971,5,75.0,2,225.0,1.0,0.09875392187674724,0.16993930104341196
21972,6,65.0,2,125.0,1.0,0.11764944495029672,0.16663039464570473
21975,1,56.0,1,1420.0,-15.0,0.25007667845251963,0.4532245004651772
21977,4,4.0,2,157.0,-19.0,0.39105228165902006,0.4683497685739341
21979,5,40.0,2,1589.0,0.0,0.3889764858826736,0.3749701014210334
21980,6,72.0,1,1431.0,-7.0,0.18656574805618653,0.28381601398051803
21982,1,21.0,1,1068.0,-13.0,0.4361891625290114,0.4647485276709113
21983,1,71.0,1,759.0,-10.0,0.16425028309855694,0.3824169997619522
21985,5,26.0,1,307.0,-16.0,0.4069910550954856,0.32758541633160393
21987,13,49.0,2,56.0,13.0,0.2335474611766171,0.12537479292008238
21991,7,90.0,1,1236.0,13.0,0.10208069493684137,0.198891142158428
21992,3,75.0,2,1136.0,13.0,0.1651154810094887,0.3123643960836571
21993,3,85.0,1,935.0,-13.0,0.11751457458263145,0.2609540497995233
22001,8,78.0,2,1316.0,-10.0,0.15600663630952027,0.2441202554232564
22002,1,57.0,2,987.0,17.0,0.24103109667508396,0.4490747840272583
22005,2,52.0,2,79.0,8.0,0.20228220384378434,0.17667407557948114
22006,6,28.0,2,24.0,8.0,0.3697667075741618,0.17229229416206915
22008,4,82.0,2,1481.0,11.0,0.13382479282514684,0.2610713479537948
22016,1,22.0,1,1269.0,3.0,0.4330707779334021,0.4659722941760572
22019,2,77.0,2,939.0,6.0,0.149760897185025,0.3232914219923536
22020,2,26.0,2,561.0,6.0,0.4164686888567779,0.4130198682814569
22021,12,20.0,2,475.0,6.0,0.5107690452702424,0.3034240446597153
22023,2,2.0,2,74.0,-9.0,0.3706383665806173,0.4579572395112258
22024,2,45.0,2,23.0,2.0,0.22070507601724496,0.17326550184744832
22026,3,47.0,1,1656.0,9.0,0.32924303340468924,0.3981413822777434
22027,7,60.0,2,1212.0,9.0,0.2613693330160095,0.3204737993996651
22031,4,57.0,2,148.0,5.0,0.15698950633166034,0.21603605001468787
22033,6,48.0,2,1567.0,0.0,0.3396301358302172,0.3551465102428207
22034,5,23.0,2,1442.0,0.0,0.4970251184364148,0.3699183353011311
22035,6,44.0,2,1244.0,7.0,0.3666300726823393,0.36368002474168937
22036,10,26.0,2,1155.0,7.0,0.5026650073447001,0.3355326431200537
22037,11,15.0,2,1024.0,7.0,0.5721160146667371,0.3161785966223111
22040,5,46.0,2,680.0,14.0,0.32980122503602033,0.3578646324656407
22044,10,31.0,2,98.0,10.0,0.3994010764687551,0.17247226030407178
22053,3,77.0,2,277.0,-13.0,0.09800864148792032,0.19591305449558705
22057,8,46.0,2,1177.0,-7.0,0.3594432477726105,0.3442975587362969
22060,2,86.0,2,568.0,10.0,0.09724951984539153,0.24380629429428802
22061,1,71.0,1,446.0,10.0,0.1380418213331428,0.3242399593059645
22063,6,58.0,2,120.0,-10.0,0.1477933327307224,0.18788002184810668
22064,5,45.0,2,69.0,-10.0,0.25687359626898515,0.1622947296215131
22065,5,55.0,2,1484.0,4.0,0.28910013339675805,0.35246683652296484
22072,1,39.0,1,532.0,0.0,0.3127723052163437,0.4468662610032105
22074,7,31.0,2,218.0,0.0,0.35471675484799564,0.28566241813374565
22076,8,67.0,2,61.0,-3.0,0.12640007495164432,0.10047399040468644
22078,2,85.0,2,1462.0,0.0,0.11848827516710984,0.2852292754135893
22081,3,53.0,2,148.0,0.0,0.17451091898360135,0.24157734547525106
22082,15,53.0,2,74.0,0.0,0.2163708788766169,0.1194068243666178
22083,2,26.0,2,35.0,0.0,0.36824748286760783,0.2154380300655632
22085,3,24.0,2,1661.0,7.0,0.4710486933606365,0.3991148719234605
22087,3,6.0,2,1388.0,14.0,0.5674107126312301,0.3667831026563644
22097,6,60.0,2,900.0,0.0,0.25386002198574303,0.32562453571673466
22098,3,8.0,2,726.0,0.0,0.5464341719870237,0.3711655127200524
22100,8,49.0,2,309.0,0.0,0.2572372438369637,0.26447641750999085
22101,5,18.0,2,43.0,-7.0,0.4623536805562361,0.192571718127583
22104,8,58.0,2,1371.0,-4.0,0.2769138556980914,0.31757663443320033
22108,7,21.0,2,723.0,-1.0,0.5084402733002945,0.3458581058068183
22110,4,31.0,2,356.0,14.0,0.3771071130908242,0.3451503947157287
22113,2,38.0,1,40.0,-21.0,0.2780746816580516,0.1958185416091269
22114,10,55.0,2,1683.0,0.0,0.29988906505440843,0.3088002677814173
22116,2,50.0,1,853.0,0.0,0.2924345960434355,0.4168606683363242
22120,9,46.0,2,22.0,6.0,0.2326184872295852,0.130129809764435
22121,1,68.0,2,1721.0,6.0,0.1881670314179773,0.4070768869946865
22122,8,27.0,2,1541.0,6.0,0.4899705424658558,0.3463020189868647
22127,1,72.0,2,544.0,-23.0,0.1446702637869428,0.3441532141886406
22128,10,68.0,2,510.0,-23.0,0.1808568587724878,0.2353265605721113
22138,6,41.0,2,338.0,16.0,0.31421690322418017,0.30524552886290746
22139,4,28.0,2,240.0,16.0,0.3681015016682638,0.3226903768940405
22143,1,50.0,1,1635.0,22.0,0.2825363529090815,0.4638759193920454
22152,2,69.0,1,138.0,-29.0,0.09909275168349294,0.19333557025565049
22154,1,2.0,1,1306.0,10.0,0.5321395578499004,0.4198458146320345
22156,1,69.0,1,1144.0,17.0,0.1829244873561219,0.4084790741423455
22160,2,47.0,2,562.0,-14.0,0.2890316130416964,0.39657081914708975
22162,4,62.0,2,374.0,14.0,0.18392758592430347,0.2717139923700483
22163,1,44.0,1,281.0,14.0,0.2417559524052317,0.3758069578399585
22164,6,38.0,1,209.0,14.0,0.2978204323456273,0.277209359318203
22165,1,16.0,2,138.0,14.0,0.3736683016953931,0.3782880382732792
22169,10,35.0,2,1035.0,35.0,0.4405222195024169,0.3390927287675088
22173,5,68.0,2,483.0,-38.0,0.17171473416068755,0.2632659263966385
22174,4,34.0,2,423.0,-38.0,0.3703717053101993,0.3544095742651413
22175,7,7.0,2,335.0,-38.0,0.5101959806049613,0.39160355867615104
22176,7,77.0,2,1736.0,-6.0,0.15900598635051166,0.2498562903066125
22178,3,63.0,2,1294.0,-3.0,0.2310692978152421,0.3615050524018086
22180,5,91.0,2,371.0,8.0,0.06807931661704655,0.14941645019385688
22182,2,57.0,1,170.0,-8.0,0.15598076625707388,0.2525683994743485
22183,1,25.0,1,58.0,-8.0,0.3708326048261941,0.2513543425181285
22187,1,51.0,1,1400.0,2.0,0.27694660562068285,0.4648463541223032
22189,2,63.0,2,1121.0,-2.0,0.22382469376024086,0.3871510015271875
22190,1,43.0,2,670.0,-1.0,0.3030647014793871,0.4588336503051572
22195,1,62.0,1,130.0,-2.0,0.11839527984647168,0.24413134049840635
22197,3,73.0,2,829.0,1.0,0.16898853672419248,0.3126467880110009
22199,5,87.0,2,635.0,-1.0,0.10081336429854992,0.20645164704751595
22202,3,3.0,2,1009.0,3.0,0.3844997144906504,0.5684265998253225
22205,1,17.0,1,571.0,-10.0,0.4390465598984084,0.4459334010940068
22207,6,65.0,1,360.0,10.0,0.16920387449021373,0.23806908050861325
22209,1,1.0,2,8.0,-10.0,0.2501874409571573,0.5569538958269384
22210,9,79.0,2,1770.0,3.0,0.14941963428487334,0.22802558888906224
22213,11,27.0,2,1326.0,-3.0,0.5006211614951898,0.3302463841159096
22216,5,38.0,2,915.0,-4.0,0.3959961197888893,0.3772001671624167
22218,5,49.0,2,613.0,1.0,0.30336731624999386,0.34545918966164924
22219,2,2.0,1,492.0,1.0,0.3010181408176493,0.6324016103944746
22222,1,76.0,1,1721.0,0.0,0.15107858215830944,0.3698705315738114
22231,5,60.0,2,724.0,6.0,0.2423894853974833,0.3261684732109002
22232,8,11.0,1,365.0,-6.0,0.5372357817811605,0.3064732752537225
22233,7,74.0,2,310.0,-1.0,0.11873816841638088,0.18541712787451686
22234,8,33.0,2,160.0,-1.0,0.3225958775469757,0.26007872494228623
22237,1,45.0,1,1191.0,-9.0,0.30856396319578205,0.4748178983556616
22238,10,42.0,2,1149.0,-9.0,0.3929157514145775,0.3359361358282028
22242,7,87.0,2,165.0,-3.0,0.056281431649407465,0.10789010815865456
22243,10,25.0,2,115.0,-3.0,0.4614549521646487,0.18152906002099586
22245,2,59.0,2,1633.0,0.0,0.2473886700713921,0.3964959037123098
22247,2,55.0,2,959.0,-7.0,0.266498423828051,0.40919726107458176
22248,9,50.0,2,900.0,-7.0,0.3282569388910182,0.3278748348888917
22251,3,10.0,2,475.0,4.0,0.5181936444240343,0.3656095181679291
22252,7,77.0,2,148.0,-14.0,0.08014740461574668,0.13169560818242945
22259,10,10.0,2,920.0,10.0,0.6010994834402269,0.3486940098756125
22260,4,75.0,2,895.0,-17.0,0.16332726047923998,0.2906982537216245
22264,7,47.0,2,1287.0,0.0,0.35003561103666025,0.3503067663383337
22267,8,73.0,1,618.0,-3.0,0.16365577437291962,0.2417409838288732
22268,6,60.0,2,553.0,-3.0,0.2285792406935173,0.29607371888585104
22270,9,32.0,2,112.0,0.0,0.3966961531635217,0.17827539886534566
22274,2,71.0,1,1498.0,-3.0,0.1822012403312972,0.35288303380518504
22276,5,26.0,2,1206.0,-3.0,0.4776138859226921,0.374827161563877
22282,6,60.0,1,238.0,14.0,0.1689515597729376,0.22078751450638895
22286,1,1.0,1,213.0,4.0,0.18690414746396106,0.7117069981394402
22289,5,55.0,2,1326.0,-18.0,0.2891403645889493,0.354086540493706
22290,16,54.0,2,1233.0,-18.0,0.3151445973418408,0.28968225872317266
22291,1,51.0,1,1117.0,18.0,0.2751547274867297,0.4655309506095951
22293,1,60.0,2,862.0,-21.0,0.22196035171200315,0.4347015513630242
22294,6,39.0,2,761.0,-21.0,0.3877704024531108,0.3609083882784408
22295,14,14.0,2,652.0,-21.0,0.6382417092715611,0.2962332938043105
22296,5,70.0,1,557.0,14.0,0.17017656794190936,0.26854128844987096
22301,5,48.0,2,115.0,-14.0,0.2587352770923412,0.1710098818669267
22302,3,55.0,2,1726.0,0.0,0.2787047267418046,0.3806480372394911
22305,14,57.0,1,371.0,1.0,0.2267718154398817,0.2308553273754217
22306,2,28.0,2,247.0,1.0,0.34947829437715305,0.3606403266382062
22307,20,35.0,2,120.0,1.0,0.3091468668650911,0.2073840809796216
22323,1,33.0,1,289.0,0.0,0.3075576588540077,0.4032364559904393
22324,15,55.0,2,28.0,0.0,0.1815324207836579,0.10346063232323888
22326,2,27.0,2,1493.0,3.0,0.43685995653523535,0.4286040080429597
22331,1,33.0,1,649.0,10.0,0.35716602833610084,0.4635581970741377
22335,15,85.0,2,1494.0,-3.0,0.1229376259642385,0.18392991056568844
22338,4,15.0,2,1065.0,-3.0,0.5306749374312177,0.37177532450232
22339,9,48.0,2,819.0,-4.0,0.3388204524046763,0.3288706451024693
22344,1,9.0,2,1153.0,-3.0,0.4975316025244961,0.4392929789272866
22346,5,5.0,2,643.0,4.0,0.4736316453945108,0.4681008652661012
22351,5,75.0,2,1752.0,0.0,0.1677149582521072,0.2764723247211571
22352,12,95.0,2,1528.0,0.0,0.08369225616439274,0.15389030658223088
22353,1,31.0,1,1330.0,0.0,0.3858090983507301,0.4762735167056609
22355,9,50.0,2,979.0,-3.0,0.33068625668641266,0.3295679364856183
22356,7,15.0,2,816.0,-3.0,0.5486322106023519,0.33924811028727897
22358,6,11.0,2,550.0,-10.0,0.5494294105660471,0.3336674767658395
22360,9,60.0,2,69.0,0.0,0.16585150591108813,0.1150474552074882
22365,12,54.0,2,1218.0,0.0,0.31068343240362617,0.3057372662650472
22368,2,80.0,1,293.0,10.0,0.08860755512978036,0.2040343092732265
22370,7,22.0,2,1353.0,-7.0,0.5158930649387085,0.3501333516688737
22371,17,87.0,2,1212.0,0.0,0.1147298464360659,0.17326546540788454
22372,2,11.0,2,972.0,0.0,0.5188187610964589,0.4033372472051706
22374,1,38.0,1,595.0,7.0,0.32483199661803597,0.4561671323001802
22378,1,35.0,1,910.0,-17.0,0.35838569796162123,0.4762378479179558
22380,6,12.0,2,439.0,-16.0,0.5311518320099949,0.3286179587891616
22384,6,76.0,2,1236.0,-3.0,0.16498286311452828,0.2684625038188921
22386,4,21.0,1,936.0,-3.0,0.4943104616196654,0.381341067435471
22389,1,27.0,1,561.0,0.0,0.38341143032999103,0.4546624394404302
22391,10,74.0,2,291.0,3.0,0.11711188143432745,0.16822808237181186
22393,4,87.0,2,120.0,-3.0,0.049935915478917715,0.10935483093734072
22394,1,54.0,2,81.0,-3.0,0.18287462592621045,0.193951809497506
22401,7,69.0,2,846.0,6.0,0.19852833495227407,0.28265781688170755
22407,4,80.0,2,7.0,-6.0,0.06389017709278673,0.0732161002157238
22408,2,72.0,2,1369.0,-3.0,0.17729729748081682,0.3500033146044325
22409,2,84.0,2,1114.0,3.0,0.12200536852699613,0.2920356743468048
22412,6,17.0,2,267.0,-12.0,0.4656655421216835,0.3127661291214737
22413,4,61.0,2,120.0,5.0,0.13081461985972492,0.19165096114638253
22414,1,47.0,1,79.0,5.0,0.22398870765749607,0.2132019972555239
22415,7,76.0,2,1381.0,-9.0,0.16577392981366834,0.25906982309550164
22416,2,19.0,2,1194.0,-9.0,0.4795816487172239,0.4192917735946684
22417,3,77.0,1,799.0,-13.0,0.14845880297827932,0.2924329018188213
22418,3,4.0,2,626.0,-13.0,0.5624064122280832,0.36011818103510096
22419,7,67.0,2,490.0,6.0,0.18092430822643804,0.25226510722196777
22423,1,36.0,1,1472.0,0.0,0.35929045899675816,0.4772716556439802
22426,8,10.0,2,1005.0,-3.0,0.5868641295967556,0.32376533139540203
22427,4,9.0,2,504.0,-4.0,0.5393607405573039,0.3498655444866348
22431,3,14.0,2,56.0,3.0,0.4882635436686115,0.2155376519219716
22435,6,89.0,2,1279.0,0.0,0.10577544873788236,0.21017901169182715
22439,2,47.0,2,415.0,4.0,0.26733328080060725,0.3683195269584865
22440,8,24.0,2,342.0,4.0,0.4444250348784815,0.3101646999296093
22444,2,72.0,2,1582.0,-6.0,0.17690657843465393,0.3471452365898899
22446,1,56.0,1,1307.0,6.0,0.24979444499011225,0.4541546846423989
22449,3,3.0,1,483.0,3.0,0.3721157940385395,0.5583211513572865
22450,3,66.0,2,394.0,-10.0,0.16380326666400985,0.2753183832045025
22452,8,81.0,2,217.0,7.0,0.0792930626676611,0.13405042570274833
22453,2,80.0,2,116.0,-7.0,0.08475257472311906,0.11400256917481047
22455,11,20.0,1,1612.0,0.0,0.5457773956006392,0.32051611823807064
22462,5,61.0,2,578.0,24.0,0.22311081954831027,0.30615909392236274
22463,2,22.0,1,465.0,24.0,0.4294494056093377,0.4014363854312042
22466,1,79.0,1,1540.0,0.0,0.13878035278695966,0.3577085484557195
22469,1,80.0,2,1196.0,0.0,0.1344981741561216,0.35549669384926663
22471,6,42.0,2,812.0,6.0,0.3703041449408783,0.36049596073657225
22477,1,57.0,1,31.0,-9.0,0.14772510476266842,0.1643419367262062
22480,10,70.0,2,1035.0,17.0,0.20020424761139807,0.26474169482136445
22485,8,59.0,2,499.0,-24.0,0.2310174577735889,0.2757519212082742
22490,8,43.0,2,75.0,-24.0,0.28216099090009683,0.15470005037595094
22494,7,85.0,1,1440.0,0.0,0.12221919476339685,0.2191528920345565
22499,4,26.0,2,900.0,-6.0,0.4636446180700954,0.3868210601547219
