,ydstogo,yardline_100,play_type,half_seconds_remaining,score_differential,fg_prob,td_prob
136,6,60.0,1,1285.0,-13.0,0.2594800484527168,0.32924725413762884
137,4,69.0,2,1115.0,6.0,0.1991953150562684,0.3211360586693566
138,1,1.0,1,670.0,-6.0,0.19918756543230096,0.7487900760381881
140,8,57.0,2,417.0,1.0,0.22962551645400395,0.2663590363368803
142,10,75.0,2,227.0,-4.0,0.10188054607321932,0.14889671164992116
143,2,55.0,2,150.0,-4.0,0.16040427292069487,0.25196476415810504
146,7,87.0,1,1158.0,0.0,0.1137991957139272,0.2121394505614048
148,2,80.0,2,932.0,0.0,0.13631083776722447,0.3082864194162067
149,6,39.0,1,815.0,0.0,0.3907679511425478,0.3631461031626255
152,7,86.0,2,1181.0,-14.0,0.11804626407703785,0.21654053186350955
153,4,80.0,2,1026.0,14.0,0.14174336151794378,0.2715544234133401
154,4,68.0,2,909.0,14.0,0.2010256814746305,0.32097006602240497
155,1,40.0,1,849.0,14.0,0.32905581195762273,0.4732159883976427
157,10,47.0,1,513.0,-14.0,0.3181275909856169,0.2991586757001529
159,1,86.0,2,236.0,7.0,0.06244906148734699,0.1860636454169028
160,7,68.0,2,60.0,0.0,0.12080799245850167,0.10064473612468136
168,2,67.0,1,1387.0,3.0,0.20323597960762504,0.3711756525182337
170,1,55.0,1,310.0,1.0,0.1893899127000114,0.3486958273323469
174,13,89.0,2,1074.0,11.0,0.10586363499296744,0.17633777278919274
175,5,66.0,2,897.0,-18.0,0.21458290174198166,0.3152787754801605
176,2,20.0,2,729.0,-18.0,0.4631195194861623,0.4166230660540952
184,2,67.0,1,1078.0,0.0,0.2016340624682328,0.3714656832526134
189,3,87.0,2,1625.0,7.0,0.11143099709559973,0.25030824442706506
192,10,31.0,2,702.0,-4.0,0.4541383605416276,0.3317042793594094
198,2,27.0,2,652.0,0.0,0.4183128554716773,0.4202348245871403
200,3,17.0,2,35.0,7.0,0.4524081074947414,0.20931413781551728
208,1,21.0,1,964.0,0.0,0.4344480780397623,0.4642499754055621
209,7,70.0,2,719.0,7.0,0.18645536320802025,0.2705699320564622
211,1,1.0,1,252.0,7.0,0.1887831269986557,0.7180735029747064
213,2,4.0,2,12.0,14.0,0.5318620991083592,0.2215896142106657
217,12,34.0,2,849.0,21.0,0.4473926130978951,0.3265452670717445
222,4,54.0,2,63.0,-18.0,0.190879047514262,0.14610874591701245
224,2,67.0,1,1551.0,0.0,0.2030003988547973,0.3690385474571697
225,4,27.0,2,987.0,7.0,0.4598211885785407,0.38865565078977976
232,9,74.0,2,79.0,-10.0,0.10308428082134354,0.08876202561557202
235,1,60.0,2,1381.0,-19.0,0.22896295649877085,0.4419152026954993
238,14,85.0,2,986.0,-16.0,0.12198386025614227,0.18816409199893408
239,3,68.0,1,461.0,2.0,0.16409422724086556,0.28393289431275137
240,2,57.0,1,337.0,2.0,0.19488604242252955,0.3140855780018164
241,7,49.0,2,208.0,2.0,0.22632754095226035,0.2408171030426708
243,10,75.0,2,149.0,-5.0,0.08782112504297611,0.12863109953468302
247,6,70.0,2,1698.0,-6.0,0.1968059916773806,0.28810588969320633
248,2,50.0,1,1570.0,-6.0,0.3005826570939889,0.4199180131312635
250,7,14.0,2,1205.0,-6.0,0.5616707900955483,0.3382596836757712
252,1,36.0,1,774.0,-4.0,0.3479253098020414,0.4713411858886071
253,6,51.0,2,517.0,4.0,0.28140740023178096,0.31747559041533474
257,2,41.0,2,821.0,-30.0,0.3448611385226545,0.4281237310534391
263,7,60.0,2,1047.0,0.0,0.25966049485519976,0.3198600820741518
264,10,49.0,2,934.0,0.0,0.3386275642222925,0.3245686154798365
268,13,53.0,2,65.0,0.0,0.21047223818224872,0.12016469248220693
269,3,23.0,2,1582.0,-3.0,0.4767045397905378,0.3985956164444469
274,7,72.0,2,520.0,-10.0,0.1582162899666356,0.2381310714361354
275,7,68.0,2,446.0,10.0,0.1691882199220009,0.2398735125931243
276,3,28.0,2,267.0,10.0,0.3671343054704191,0.34415050661751845
278,1,66.0,2,54.0,-19.0,0.1152068605393968,0.14720397607520086
281,2,32.0,2,1293.0,7.0,0.4072092702779089,0.4340570381968773
283,1,66.0,1,744.0,-21.0,0.1868447083766676,0.4028320002202429
284,15,68.0,2,632.0,-21.0,0.1971010233051391,0.2322992408794469
285,9,62.0,2,408.0,14.0,0.19865030486606652,0.2421956946745061
286,8,26.0,2,239.0,14.0,0.4019959995378721,0.29020353787888986
287,1,66.0,1,125.0,-21.0,0.10267780170937296,0.2252598384032093
288,1,1.0,2,12.0,-21.0,0.2508918009333673,0.5584590471310062
294,1,40.0,1,711.0,-11.0,0.3224328480031997,0.4654954637400863
298,1,29.0,2,37.0,-11.0,0.3295149475598165,0.23773721798490946
299,1,58.0,1,1400.0,-3.0,0.23945673439158804,0.4478577745357763
300,3,68.0,1,1050.0,0.0,0.20085729252248605,0.3418318757419232
303,5,18.0,2,628.0,0.0,0.5070430119884365,0.3573946329388599
305,12,60.0,2,1621.0,7.0,0.26753323605358303,0.2856070300930912
308,6,65.0,2,926.0,-14.0,0.22348459766416984,0.3094738023455056
309,4,11.0,2,731.0,-14.0,0.5436444019993156,0.3614026662712482
310,5,8.0,1,447.0,7.0,0.5484923186456959,0.3329225065182122
313,1,53.0,2,1653.0,0.0,0.2661718635048929,0.4575224427320988
314,2,27.0,2,1571.0,0.0,0.4370598200019936,0.4278600417181688
315,3,7.0,2,1470.0,0.0,0.5628123060604967,0.3686273816850994
318,1,53.0,1,1100.0,-7.0,0.2641767481960339,0.4612139000283557
319,12,97.0,2,910.0,7.0,0.07608141011926041,0.14681987461025275
321,2,19.0,1,494.0,4.0,0.4507674424496906,0.4019390250081761
325,1,76.0,2,29.0,-11.0,0.07448544187313524,0.11116305958093674
326,10,91.0,2,1696.0,-11.0,0.09720851625907576,0.17457221968636644
329,7,26.0,2,1370.0,-11.0,0.4912009831414205,0.3544722502660877
333,1,52.0,1,684.0,5.0,0.25481972882073034,0.4432104960570818
334,1,20.0,2,556.0,5.0,0.4216206069524641,0.448752901932444
335,3,3.0,2,457.0,5.0,0.3708022834555271,0.5567575199968787
336,2,47.0,2,375.0,-12.0,0.2596950715010393,0.35819887288654123
340,1,36.0,1,1086.0,7.0,0.3565165334254795,0.4787584696033936
341,4,25.0,2,979.0,7.0,0.4716992758816316,0.3866433051351917
342,1,71.0,1,658.0,14.0,0.1583871573092492,0.3698155986812007
345,7,55.0,2,118.0,-14.0,0.2157625841351588,0.1467836442837173
347,5,50.0,2,1522.0,-7.0,0.32216357002166784,0.3631707360053267
351,3,42.0,2,698.0,-3.0,0.34374964642808736,0.3952740819854497
355,6,71.0,2,33.0,-3.0,0.0995891469692574,0.0901887568202786
360,4,66.0,1,1050.0,-7.0,0.2154986060115458,0.3322813637955113
362,1,28.0,1,462.0,-7.0,0.3669663225530339,0.4431739557805829
364,7,36.0,2,23.0,-13.0,0.30554658708310817,0.15537075932139693
366,7,34.0,2,1523.0,13.0,0.4394103054553741,0.357303726657676
368,2,76.0,1,1251.0,20.0,0.1576748164970138,0.3322242043915684
370,5,70.0,2,877.0,13.0,0.19102579085312293,0.2987397293200685
377,5,5.0,2,1049.0,14.0,0.4821838628742173,0.4711402106562762
378,1,32.0,2,522.0,-14.0,0.3513442508406118,0.4506139626749153
380,10,14.0,2,24.0,-8.0,0.5034067460281394,0.1674909090119172
381,1,26.0,2,1480.0,-7.0,0.41322623614596027,0.4701838286618784
389,3,69.0,2,1185.0,0.0,0.1967390168762212,0.3387505584690125
390,1,6.0,1,976.0,0.0,0.509788467774524,0.4318607941207129
393,2,74.0,2,587.0,7.0,0.14618940304840058,0.3042778122128793
395,2,54.0,2,117.0,14.0,0.20658354258249595,0.1858981208814688
396,4,74.0,2,1512.0,14.0,0.17265492211791178,0.2973780180461341
399,15,43.0,2,778.0,-14.0,0.38403175966383774,0.3062569592546225
403,19,45.0,2,216.0,8.0,0.2700435952039571,0.2134331914261032
404,6,22.0,1,159.0,8.0,0.39670203995223546,0.2887360313256947
407,12,37.0,2,1207.0,7.0,0.4339694867199687,0.32845949143001785
409,2,2.0,2,120.0,18.0,0.2748481042066636,0.5834972362840999
411,6,61.0,2,1356.0,-15.0,0.2531228121760933,0.32553381926174324
416,1,57.0,1,864.0,-15.0,0.2375896628906661,0.4441975590111037
420,4,69.0,2,200.0,-18.0,0.11559631843894125,0.19122076788630998
421,5,57.0,2,142.0,-18.0,0.15736305773019982,0.20549449122297306
422,11,52.0,2,82.0,-18.0,0.2238576298401989,0.13083518926156207
424,7,72.0,1,1034.0,0.0,0.18610103881687548,0.27607857082996023
429,7,51.0,2,155.0,-7.0,0.1974879230072904,0.2170534002265119
432,11,49.0,2,1384.0,10.0,0.3456524438879237,0.3198696472347816
439,4,28.0,2,42.0,-8.0,0.3718721409438383,0.1905451830417203
441,3,36.0,2,120.0,0.0,0.26660049806527514,0.28398449573506834
443,1,36.0,1,1217.0,-3.0,0.3579633952420085,0.4789328452541324
445,6,76.0,2,981.0,0.0,0.16271762052794622,0.26668306011002835
451,6,54.0,1,1568.0,3.0,0.29883006391214795,0.34284580545743737
452,1,1.0,1,1308.0,3.0,0.20351194555366656,0.7514352093177132
459,7,66.0,2,1228.0,-3.0,0.22321029399879594,0.3001525534753465
460,1,66.0,1,985.0,-4.0,0.1952246329326844,0.4180544080923973
461,2,12.0,2,792.0,-4.0,0.5091118203242879,0.4039983943311412
467,10,66.0,2,40.0,-6.0,0.1251277646979884,0.09297599967280863
469,1,49.0,2,1334.0,7.0,0.2876208137463441,0.4689339962808025
471,7,83.0,2,1181.0,-7.0,0.13120562740428365,0.2297717830717749
473,17,77.0,2,605.0,-17.0,0.14548432128483554,0.19148149012450788
475,2,36.0,2,268.0,-10.0,0.30322140850853985,0.3538924075184882
476,15,15.0,2,213.0,-10.0,0.5842165891625614,0.2625814638158564
479,2,72.0,2,1502.0,0.0,0.17712927667193226,0.3483655166818195
481,11,89.0,2,1257.0,0.0,0.10630660174005273,0.1832378326291985
486,11,76.0,2,443.0,-11.0,0.13179772240228346,0.19011859686650864
489,5,93.0,2,1455.0,-19.0,0.09067847292645816,0.19909926594212696
491,1,2.0,1,1124.0,19.0,0.5306009657804225,0.4207811928864559
493,4,53.0,2,970.0,27.0,0.2936857401102635,0.37122468047306895
495,4,52.0,2,622.0,27.0,0.2801853611602936,0.3521580885485901
497,9,24.0,2,341.0,27.0,0.4479347646231176,0.3040671890855899
499,7,12.0,2,1403.0,0.0,0.5739094776240892,0.3332451206962706
500,6,80.0,1,1221.0,7.0,0.14487649447164128,0.25088978874470264
501,7,72.0,2,992.0,-14.0,0.1854139776360056,0.27538456979456666
504,1,85.0,1,584.0,-14.0,0.09867234031417553,0.28665816322785664
505,7,61.0,2,116.0,11.0,0.17738568513213196,0.13241280332983366
506,11,62.0,2,1669.0,18.0,0.2526099735970494,0.2835217456710964
507,6,44.0,1,1167.0,-21.0,0.3660380973774667,0.3638803264259143
508,7,7.0,2,1007.0,-21.0,0.5433415976032614,0.40923319814152415
513,8,66.0,1,187.0,11.0,0.12954258349801145,0.1738195226428262
520,1,1.0,1,1450.0,-12.0,0.2040932177068602,0.7505765605828635
521,2,67.0,2,1031.0,9.0,0.2009510111145057,0.3706972158849053
522,2,46.0,2,906.0,9.0,0.3181800667104852,0.42572634942179205
523,3,38.0,1,706.0,-9.0,0.36960454026352907,0.3994281399653844
524,1,6.0,1,473.0,-9.0,0.4892792575032284,0.4203945992704057
526,1,55.0,1,212.0,2.0,0.1677599679167248,0.3097246563627723
527,3,48.0,2,26.0,-2.0,0.20794794527934368,0.15540830883086695
528,4,69.0,2,1660.0,-7.0,0.1992662356230964,0.3163616904305553
530,2,72.0,1,1013.0,10.0,0.17498906930113947,0.3489242918716786
535,1,53.0,1,87.0,-10.0,0.19102649546045045,0.19945569200204066
540,2,6.0,1,351.0,10.0,0.5076429974067409,0.3717306261293257
541,3,57.0,2,266.0,-17.0,0.18445537448221427,0.2707322162351418
542,1,31.0,1,178.0,-17.0,0.2913693979956916,0.3715395882442613
543,9,18.0,2,92.0,-17.0,0.5056804902845728,0.1831279620044984
544,7,34.0,2,33.0,-10.0,0.32783747469341346,0.1615845261862577
545,8,62.0,2,1700.0,0.0,0.2489955548908852,0.3009761623102551
547,4,67.0,2,1435.0,0.0,0.21148500024103484,0.3276051440390408
548,6,50.0,1,1310.0,0.0,0.3261009709340116,0.3542602207924353
552,5,27.0,2,254.0,7.0,0.3857144594150157,0.31576755414041635
553,1,13.0,1,120.0,7.0,0.3875414967922737,0.3747415071641232
559,5,60.0,2,770.0,-14.0,0.2453128579286785,0.3296752969768398
560,1,66.0,1,332.0,-13.0,0.14231130982512305,0.31039672249459005
564,10,74.0,1,1633.0,0.0,0.17735191624886076,0.24532085627382705
573,6,71.0,2,1725.0,11.0,0.1909113611381252,0.2836154596495545
575,5,60.0,2,1470.0,-11.0,0.2568030023768048,0.3383859653865125
577,1,60.0,2,1054.0,-8.0,0.2266340263577849,0.4414633980176807
582,1,72.0,2,1353.0,-7.0,0.16974012040615774,0.39470375449472617
583,7,64.0,2,1230.0,-7.0,0.2357005320590971,0.3072808293001977
589,6,78.0,2,1178.0,-2.0,0.15456099444308685,0.25982559527573124
591,2,10.0,1,137.0,-7.0,0.4374895764918172,0.3428543366882318
593,5,9.0,2,221.0,0.0,0.5016311056497449,0.31119526169811873
594,1,66.0,2,1724.0,0.0,0.1980064093174866,0.4152857415826504
597,5,23.0,1,1145.0,7.0,0.4951606458040542,0.3716232841342193
600,6,94.0,2,433.0,11.0,0.06563206703114051,0.1442878254410656
601,7,16.0,1,305.0,11.0,0.4871774102181018,0.31037149439538425
602,7,72.0,2,1730.0,-18.0,0.1862146095604784,0.2708898183806046
603,5,47.0,2,1609.0,-18.0,0.3420627093582595,0.3672267483528345
609,1,20.0,1,187.0,11.0,0.3620097270721651,0.389327231155322
613,4,32.0,2,1471.0,0.0,0.4334370193684241,0.3904440710789928
615,8,13.0,2,957.0,-7.0,0.5694503001404391,0.3295170366175882
616,9,75.0,1,703.0,0.0,0.16002260907027874,0.2365586392126553
619,6,68.0,1,53.0,3.0,0.11766711382499248,0.10167364039616243
623,2,57.0,1,1312.0,-3.0,0.2590924108713316,0.4062633653958435
626,5,70.0,2,774.0,-3.0,0.18676836849683964,0.2929293848464894
627,9,36.0,2,287.0,-3.0,0.3454291943894261,0.2827122176309023
632,9,64.0,1,1025.0,17.0,0.2364185554607657,0.29217806977961464
635,6,44.0,2,499.0,24.0,0.3260808797439575,0.3303090218578114
640,1,46.0,1,1359.0,27.0,0.3041060100193598,0.4730076850782892
645,3,57.0,2,335.0,-27.0,0.2000593539821449,0.29306524751119645
646,1,29.0,2,257.0,-27.0,0.3242270765005093,0.3999600337058746
648,2,87.0,2,84.0,-21.0,0.0590430469774208,0.0885770500576335
650,1,87.0,2,1518.0,7.0,0.1078374421048414,0.314741249552019
652,9,98.0,1,1210.0,-7.0,0.07481620319855473,0.155591267892958
655,9,34.0,2,737.0,-7.0,0.43259128179542383,0.3389502180182881
659,2,20.0,2,1265.0,3.0,0.4747397228547884,0.4206839979798852
660,1,1.0,1,1081.0,3.0,0.20244245848513284,0.7522758639533832
662,15,77.0,2,615.0,3.0,0.14585960461870204,0.19766502857118431
669,9,51.0,2,661.0,-4.0,0.3063523490700977,0.3128600805142978
670,1,23.0,2,579.0,-4.0,0.4070954552450762,0.4535689953447246
671,2,12.0,2,510.0,-4.0,0.4924738203405456,0.3939087120836325
678,6,42.0,2,1525.0,6.0,0.3807161483002449,0.3632707427767285
679,1,1.0,1,1349.0,6.0,0.20368451123709846,0.7512052743560039
681,4,49.0,2,775.0,-13.0,0.3115448225346236,0.3722206116263883
682,10,30.0,2,624.0,-13.0,0.4543185051220474,0.32746298512000843
684,1,32.0,1,366.0,-13.0,0.32899238800494285,0.4238029047966953
685,10,30.0,2,292.0,-13.0,0.3941458833763662,0.2867581388189634
687,1,80.0,1,165.0,13.0,0.06787414644740368,0.18468097366270605
688,3,45.0,2,1615.0,0.0,0.3419881999483349,0.4014249649331719
689,2,2.0,1,1089.0,-7.0,0.3110574278489513,0.642607313134572
691,7,64.0,2,949.0,0.0,0.23201846501098305,0.30488159784412155
692,5,57.0,2,648.0,-7.0,0.25500876745638645,0.3282988034563398
693,10,49.0,2,597.0,-7.0,0.3155476926506961,0.3053284634931491
694,6,10.0,2,466.0,-7.0,0.5466109332313522,0.32763667508795297
697,6,22.0,1,1382.0,7.0,0.5100059285329586,0.3586468147856558
701,8,72.0,2,1713.0,0.0,0.18711825259552345,0.26390049319770786
702,2,76.0,2,940.0,4.0,0.15437939355426314,0.3281395809335957
705,4,18.0,2,445.0,7.0,0.4786912504111872,0.3574591836924503
707,3,46.0,2,118.0,10.0,0.2667915891385519,0.1928142088841636
710,8,53.0,2,1195.0,-11.0,0.3106907400143095,0.3314451335041512
711,6,16.0,1,554.0,-11.0,0.5200802702232978,0.34118872691114754
712,2,27.0,2,235.0,5.0,0.3528060724577563,0.35861011009773897
713,7,7.0,2,133.0,5.0,0.4741188551249341,0.3659866299581411
717,6,43.0,2,1379.0,0.0,0.3739011911877515,0.3638180995935104
718,1,65.0,1,1113.0,-3.0,0.2020832157391895,0.4245707432766796
721,5,29.0,2,643.0,-3.0,0.4394977757697882,0.3670567788182632
727,3,23.0,2,1668.0,0.0,0.4768594015641234,0.3977614392541653
728,10,75.0,2,1494.0,-3.0,0.17245900188231786,0.24321885788404604
730,2,62.0,1,1217.0,3.0,0.2301676044788644,0.3909572278966662
732,5,43.0,2,439.0,0.0,0.3182998000457337,0.33197480827080666
736,1,37.0,2,1582.0,0.0,0.3540596805486118,0.4761748958126498
738,4,4.0,2,544.0,7.0,0.4280360274888728,0.5070919944101171
740,5,34.0,2,254.0,14.0,0.3360388998090347,0.30654258641902804
742,7,72.0,2,1721.0,25.0,0.1862681209707288,0.2710362892805194
745,6,63.0,2,1244.0,-19.0,0.2402374967496332,0.3196706148059387
747,8,66.0,1,209.0,11.0,0.1345729062920783,0.1804574413404787
748,8,73.0,2,1776.0,0.0,0.18103547858336946,0.2588404443738979
749,1,71.0,1,1532.0,0.0,0.17429780816972554,0.3970791615203724
750,7,17.0,2,1299.0,0.0,0.5452647226898739,0.3430598241108309
751,6,71.0,2,1104.0,1.0,0.1914438463109733,0.28941965599601
754,4,69.0,2,414.0,-14.0,0.15480901633024508,0.25454951420220906
755,17,49.0,2,328.0,-14.0,0.27355756192300706,0.23536695654890435
756,1,74.0,1,120.0,7.0,0.07682136870959627,0.1907498765159828
757,4,69.0,2,1756.0,-7.0,0.19878049935938533,0.31473920895003343
758,8,53.0,2,1671.0,7.0,0.3103802002104038,0.3267087222809533
759,8,73.0,2,1611.0,-14.0,0.18200296520516532,0.2614346636477207
761,5,72.0,2,1351.0,7.0,0.18536904942012827,0.2950356540258282
762,1,57.0,1,1016.0,-14.0,0.24161086707472004,0.4497878120190708
763,4,29.0,2,857.0,-14.0,0.4438461285935043,0.3883519540311098
766,1,56.0,1,119.0,11.0,0.1867781317354774,0.20409414226927544
768,5,58.0,2,1470.0,0.0,0.269606876992366,0.3444409125878337
772,1,66.0,1,258.0,4.0,0.12902702277258069,0.2820087939511447
773,9,52.0,2,120.0,4.0,0.18314236082425306,0.19286032270947195
777,4,44.0,2,1328.0,-14.0,0.3561652023326452,0.3877953758528248
783,4,69.0,2,1718.0,0.0,0.1989797906091529,0.31539179654256394
784,6,34.0,2,1430.0,-7.0,0.4343656257752335,0.3672244025309207
788,8,56.0,2,900.0,-14.0,0.28459178959351084,0.32066625518163994
789,1,71.0,1,643.0,14.0,0.15732977324121458,0.36750180356345225
795,4,38.0,2,1080.0,-4.0,0.3927807784659923,0.3925061202974464
801,7,75.0,2,662.0,10.0,0.1559974607319319,0.2449570308686198
802,3,28.0,1,484.0,10.0,0.4101563009423802,0.3821388043550928
803,2,14.0,2,395.0,10.0,0.4675271363455765,0.3869483651278916
805,1,66.0,1,235.0,-13.0,0.12464442571544458,0.2726063016914717
808,8,10.0,2,1510.0,-10.0,0.5907402114023818,0.3213056192442484
809,1,36.0,1,1173.0,3.0,0.3575589440787164,0.4789843456984302
813,6,77.0,2,397.0,13.0,0.1187401173917587,0.2009134044131197
818,10,75.0,2,1260.0,-7.0,0.1729196770466054,0.24547949526175564
821,14,32.0,2,541.0,-9.0,0.4404013733588402,0.3031559708935975
824,18,45.0,2,1542.0,-19.0,0.3848448997803219,0.29678531658107393
826,4,46.0,2,1139.0,16.0,0.3418741046827095,0.38597161341323627
829,7,72.0,2,1726.0,0.0,0.1862384504201368,0.27095499394389555
830,3,19.0,2,1469.0,0.0,0.4990870069536498,0.3935350057696381
831,10,16.0,2,1381.0,0.0,0.5656940443330689,0.321464974180186
832,8,73.0,2,1321.0,-7.0,0.18295935470411484,0.2649616769273162
833,9,74.0,2,903.0,0.0,0.17386834205173576,0.25166323932077034
837,7,72.0,2,183.0,-4.0,0.10343027691894632,0.1571558761214228
840,5,59.0,2,1500.0,-8.0,0.2631105044940296,0.34109048080032023
845,9,65.0,2,114.0,-7.0,0.15620462341430413,0.11691568843555145
847,1,43.0,1,1412.0,0.0,0.3207364598962294,0.4755554429100744
848,3,22.0,2,1284.0,0.0,0.4812558165570605,0.3995641152996392
850,5,33.0,2,713.0,3.0,0.4188788343330792,0.37142108886288216
852,14,55.0,2,153.0,6.0,0.1805539689121281,0.1793053700854016
855,2,67.0,1,17.0,-16.0,0.1044921645401376,0.11528428297228024
866,1,40.0,2,155.0,13.0,0.23138126882872104,0.3393114943345775
867,6,16.0,2,1349.0,0.0,0.5449158686369877,0.3495739178588403
873,7,82.0,2,309.0,17.0,0.08872771835388019,0.1567996024727798
874,11,51.0,2,157.0,17.0,0.20319545755711974,0.2007564692957366
875,7,35.0,2,118.0,17.0,0.369243833211144,0.1843868659250391
876,1,12.0,1,30.0,17.0,0.4568919729127406,0.2535006302275612
877,1,66.0,2,7.0,-24.0,0.10142106138958024,0.1297608494218819
879,7,56.0,2,1491.0,24.0,0.2881989690323819,0.32958242355756
880,4,14.0,2,1314.0,24.0,0.5384711345196711,0.3688565035491291
881,3,83.0,2,1142.0,31.0,0.1281367926391988,0.2742762369442425
883,3,68.0,2,531.0,-38.0,0.17297494315252368,0.2987103138476377
884,2,6.0,2,169.0,-38.0,0.4722382722866292,0.3475802773334117
885,3,55.0,2,1720.0,0.0,0.2787269212460136,0.38074262246088175
888,1,61.0,1,1020.0,3.0,0.22093047047860329,0.4374766897993408
891,3,90.0,1,449.0,-3.0,0.07667102768247484,0.1864719908885776
892,4,79.0,2,330.0,-3.0,0.10002167664591424,0.1924150390409885
895,6,21.0,2,1522.0,7.0,0.5163958630802561,0.35616357203456794
896,16,16.0,2,1364.0,7.0,0.6691828627157327,0.2795941351565823
897,1,66.0,2,1298.0,-14.0,0.19833145414370465,0.4209834239299481
906,10,10.0,2,17.0,-3.0,0.5759614353085596,0.1992014016632085
907,11,76.0,2,1724.0,0.0,0.16608129058315818,0.2310914423278348
908,1,66.0,1,1508.0,-7.0,0.19847497858922852,0.418806110062907
909,9,55.0,2,1382.0,-7.0,0.2993192234720156,0.3186471537618282
912,13,74.0,2,906.0,-7.0,0.17580629157850286,0.23333091620682386
917,2,46.0,1,373.0,7.0,0.2653154409320304,0.3603572241438281
919,10,61.0,2,1258.0,-18.0,0.2594743587832347,0.2966814092802642
922,2,65.0,2,759.0,-11.0,0.2027100435327779,0.3653420797195604
923,14,52.0,2,566.0,-11.0,0.2959235827501972,0.277316903919233
925,3,78.0,2,126.0,-8.0,0.07101792959172196,0.1447859568857914
926,1,66.0,1,544.0,0.0,0.1714135617207062,0.37164842428850575
927,4,53.0,2,471.0,0.0,0.2539939942856894,0.32559303206456075
929,3,58.0,1,1566.0,0.0,0.2607626532012665,0.3747335152091633
931,8,62.0,2,1090.0,-6.0,0.24898759103356724,0.3061767985670815
932,1,30.0,1,865.0,6.0,0.3841924709484552,0.4731521056131573
935,1,80.0,1,373.0,13.0,0.095641250774513,0.2587148195694327
937,10,49.0,1,16.0,13.0,0.2101242571803422,0.12012808578920227
938,1,30.0,2,1651.0,16.0,0.3923173627861187,0.4725901945771827
939,7,61.0,2,1436.0,-19.0,0.2550625236732781,0.31561785244768
944,6,63.0,2,843.0,19.0,0.23282906311431265,0.3133280286317646
947,1,72.0,2,506.0,19.0,0.14082022551414505,0.3353528054690199
951,11,78.0,2,1082.0,-3.0,0.15635337362543766,0.2284777902006757
952,3,56.0,2,1009.0,-3.0,0.2700360433169863,0.3821878014571917
953,3,68.0,2,861.0,-4.0,0.19629813394796075,0.3358541075049839
954,1,34.0,1,743.0,-4.0,0.35740221394855143,0.4698475205224201
956,4,47.0,2,486.0,1.0,0.2947875549144574,0.34426435839541913
957,1,32.0,1,377.0,1.0,0.330942126658384,0.42618260062418223
963,3,30.0,2,900.0,-10.0,0.4283998226589613,0.40687975847087865
964,2,42.0,1,637.0,3.0,0.3269708779623261,0.4143781026882588
965,1,26.0,1,532.0,3.0,0.3862391680926779,0.4513572975508259
968,1,66.0,1,1737.0,0.0,0.1979671538526142,0.4150515634873028
973,1,82.0,2,128.0,32.0,0.05817047063703909,0.16341840367868202
975,3,3.0,2,1532.0,35.0,0.38822960194904943,0.5655565947203447
978,1,55.0,1,642.0,35.0,0.2356239218465875,0.4297860536205846
979,3,57.0,2,218.0,-38.0,0.17261597551117394,0.2536974845904436
980,7,47.0,2,120.0,-38.0,0.2099558772945436,0.217132493732458
981,2,25.0,2,1609.0,0.0,0.4484994498746289,0.4252359072751978
982,7,64.0,2,1424.0,-7.0,0.2357981560413324,0.30573465578885545
983,7,88.0,2,1292.0,0.0,0.10992369762992396,0.20732437499357628
985,2,43.0,1,1075.0,0.0,0.3399963219718624,0.4322389681399418
986,5,57.0,2,815.0,-7.0,0.2666423149538328,0.3416666228490132
987,1,70.0,1,429.0,-7.0,0.14002377787137266,0.3240045750628667
988,7,66.0,2,355.0,-7.0,0.16429411680697786,0.22642152240226954
989,1,11.0,2,180.0,-7.0,0.4160290511067263,0.3893817370020294
990,4,55.0,2,14.0,-7.0,0.16391516938462528,0.12759983421410667
993,1,43.0,2,773.0,-5.0,0.3092973022013464,0.466914540768067
995,13,46.0,2,421.0,2.0,0.3133136218099092,0.2734292846212862
997,6,71.0,2,213.0,-5.0,0.11244152528448886,0.17430151718395726
1000,6,33.0,2,1001.0,-7.0,0.4369945310138724,0.3681969041897044
1001,11,27.0,2,918.0,-7.0,0.4950048303377487,0.33031171459233
1006,5,24.0,2,148.0,-4.0,0.3729207309463464,0.292328183170726
1013,5,71.0,2,389.0,0.0,0.14301111274800465,0.2302757773630736
1014,1,33.0,1,225.0,0.0,0.2920878218704628,0.3836443079454365
1020,12,34.0,2,1232.0,-6.0,0.455335321112609,0.32878026995271803
1021,1,52.0,2,900.0,3.0,0.2653459486462991,0.4587224291415958
1024,9,77.0,2,214.0,4.0,0.09208994574474373,0.14235529888768653
1026,1,56.0,2,1658.0,4.0,0.2499949914064949,0.4500525076048196
1029,7,7.0,2,1238.0,-15.0,0.5457598836190279,0.4083915444745217
1037,6,71.0,2,529.0,-1.0,0.16330650064602412,0.2509091275202275
1039,3,74.0,2,284.0,-1.0,0.11005371720655242,0.2099788070217911
1040,1,41.0,1,188.0,-1.0,0.2351074514990557,0.3498225123856594
1042,2,2.0,2,1410.0,0.0,0.3130548594803901,0.6409187636868328
1048,3,68.0,2,1696.0,-5.0,0.201795088682274,0.3372419297070812
1052,9,73.0,2,761.0,9.0,0.1739363671584253,0.2488918260371213
1053,7,39.0,2,633.0,9.0,0.3819073857198629,0.3440108753830766
1054,1,21.0,1,525.0,9.0,0.4133729877919203,0.4472193520511086
