,shotgun,no_huddle,ydstogo,yardline_100,half_seconds_remaining,pass_length,score_differential,fg_prob,td_prob,ep,third_down_converted
31777,1,0,11,81.0,1155.0,2,-1.0,0.1416641307493966,0.2163950440004244,-1.3604224308264423,1.0
31778,1,0,7,7.0,637.0,2,-1.0,0.533885283152567,0.4063190380969153,4.249461558596301,0.0
31779,1,0,5,75.0,1726.0,2,0.0,0.16785848274848894,0.27691142435875066,-0.5034810656832354,0.0
31780,1,0,4,37.0,1439.0,2,0.0,0.4016910211092105,0.39127958423361175,2.8608781361319577,1.0
31782,0,0,1,11.0,1188.0,2,0.0,0.4880845693415242,0.4440475269465031,4.234933354584759,0.0
31783,1,0,3,63.0,1011.0,2,0.0,0.2284067058543041,0.3601962407454568,1.167972276106209,0.0
31786,1,0,10,85.0,152.0,2,-3.0,0.05995175655574823,0.10248366263771264,-0.6379498103961703,0.0
31788,0,0,1,80.0,1749.0,2,3.0,0.13400949753142288,0.348736348419853,0.11561664642639435,0.0
31789,1,0,3,67.0,1386.0,2,-4.0,0.20827141494683507,0.3457279842829551,0.710166221725161,0.0
31790,1,0,3,82.0,1259.0,1,4.0,0.1328660666508796,0.27911582285754644,-0.6849034590114851,0.0
31795,1,0,15,71.0,66.0,1,-7.0,0.11380732178218105,0.08297640602163804,0.39086292857749855,0.0
31796,1,0,9,28.0,1684.0,2,0.0,0.487494720624864,0.33897720681543764,2.9214013149697267,1.0
31797,1,0,4,67.0,1500.0,1,-7.0,0.21132963479067024,0.32676629872183643,0.4858969080979549,0.0
31799,1,0,5,73.0,1295.0,2,-14.0,0.17990012218925586,0.291250906287527,-0.17485010857310268,0.0
31801,0,0,4,48.0,1048.0,2,-14.0,0.3275836124188805,0.3824298710182297,2.2121530587597387,1.0
31803,1,0,24,55.0,617.0,2,-14.0,0.28786177340649033,0.24851431860890666,0.6993017785872577,0.0
31804,0,0,2,61.0,425.0,2,14.0,0.1897810646253676,0.3245650531320917,1.4193089252644868,1.0
31805,1,0,12,47.0,355.0,2,14.0,0.2894599038946249,0.26191760486678745,1.4827142921506569,0.0
31806,0,0,3,35.0,123.0,2,-14.0,0.2742673701907704,0.28764505792974177,2.2524700819042587,1.0
31808,1,0,3,79.0,1751.0,2,-7.0,0.14516298552664345,0.2871252700984076,-0.5595986995658886,1.0
31809,1,0,8,45.0,1565.0,1,-7.0,0.3671221558146623,0.3424985147694062,1.9639181683513307,0.0
31810,1,0,11,81.0,1427.0,1,7.0,0.14163888987554532,0.21470696946361467,-1.4563985436162246,0.0
31811,1,0,8,63.0,1363.0,1,-7.0,0.2437745287202509,0.3021072438540863,0.4633597873226731,0.0
31812,1,0,17,73.0,1247.0,2,7.0,0.18664111761609065,0.2267858070406127,-0.910038169889337,0.0
31813,1,0,2,61.0,1120.0,1,-7.0,0.2349704321430883,0.3940663430017807,1.5851727292245616,0.0
31814,1,0,15,39.0,965.0,1,-13.0,0.421669607078618,0.31444816432469525,2.1711073859439307,0.0
31815,1,0,6,91.0,502.0,1,-13.0,0.07917160949242051,0.1658430189363075,-1.3188117254133918,1.0
31816,1,0,10,39.0,406.0,2,-13.0,0.3560612158201873,0.29676899968295056,2.132261517826928,0.0
31818,1,0,1,25.0,135.0,2,-13.0,0.3157782699777172,0.3674374435200546,3.1300561531117754,1.0
31819,1,0,15,16.0,113.0,1,-13.0,0.5474990359724232,0.1703374916802778,2.657158347985885,1.0
31821,1,0,8,42.0,1515.0,2,0.0,0.38833655904721454,0.3463575388572317,2.1911557194875657,0.0
31822,1,0,7,59.0,1217.0,2,0.0,0.2679760262092156,0.32348824474107124,0.9546853446450504,1.0
31823,1,0,7,15.0,1021.0,2,0.0,0.5538360381061924,0.34049621737197805,3.5320085439207833,1.0
31824,1,0,6,51.0,210.0,1,0.0,0.2124834256973159,0.2417972507898607,1.3021547513122844,0.0
31825,1,0,18,19.0,8.0,2,0.0,0.4627807201921128,0.14490161625505654,2.2287504403577216,0.0
31826,1,0,7,79.0,1752.0,2,-3.0,0.1487594432412938,0.24098739107399555,-1.1050762258297626,0.0
31828,1,0,9,39.0,1360.0,2,-10.0,0.412513851445846,0.34312705708016505,2.3638188676168976,0.0
31829,0,0,2,62.0,1192.0,2,7.0,0.2300069323165232,0.3909592286670702,1.4843731341383133,1.0
31830,1,0,1,38.0,1012.0,2,7.0,0.34439619738496885,0.4779999889143236,3.516299835860564,0.0
31831,1,0,8,38.0,718.0,2,-14.0,0.3999772883837779,0.34295244737555025,2.498426884530044,1.0
31832,1,0,10,35.0,262.0,1,-7.0,0.3477123282702698,0.2735373532551081,2.152982479507911,0.0
31834,1,1,19,70.0,97.0,2,-14.0,0.12959147410506802,0.08791865760814857,0.4186025313711734,0.0
31836,1,0,9,54.0,1412.0,2,-3.0,0.3062806039264841,0.320785031529109,1.2023197775133532,0.0
31837,1,0,11,86.0,1294.0,2,3.0,0.11879250472218444,0.19527610244521104,-1.8470555319248407,1.0
31838,1,0,9,79.0,977.0,2,-10.0,0.14923753044065796,0.23288647058518305,-0.9898094335286324,0.0
31839,1,0,15,77.0,296.0,2,-29.0,0.10729048822128597,0.14670811604079378,-0.5881861456497222,0.0
31842,0,0,10,10.0,1395.0,2,43.0,0.6062629647825097,0.34702021440253994,4.025408214743942,0.0
31843,1,0,10,74.0,1289.0,2,-46.0,0.17852057008008204,0.2493391400088937,-0.7048766075784205,1.0
31845,1,0,6,14.0,1035.0,2,46.0,0.5532305568281378,0.3471556664825525,3.6053158709631603,0.0
