,shotgun,no_huddle,ydstogo,yardline_100,half_seconds_remaining,pass_length,score_differential,fg_prob,td_prob,ep,third_down_converted
9400,1,0,5,85.0,1069.0,2,3.0,0.12089554415614485,0.2371257252647843,-1.2130619314034838,1.0
9401,1,1,7,73.0,958.0,2,3.0,0.1791849751058832,0.2705380995671289,-0.2797555195545298,1.0
9402,1,1,3,51.0,174.0,2,-2.0,0.1928751842815176,0.2586805400524221,1.4967340977772243,1.0
9403,1,1,3,9.0,13.0,2,-2.0,0.5057409630658921,0.2068955885255806,2.8596205316501093,1.0
9404,1,0,2,27.0,1674.0,2,-4.0,0.4372456512901944,0.4268032400818837,3.5852187156704347,1.0
9405,1,0,2,15.0,1592.0,2,-4.0,0.5031537615716541,0.4089159731514804,3.9150390665150496,1.0
9407,1,0,9,59.0,1366.0,2,3.0,0.2717756584638581,0.30792040321809505,0.7645339198461292,0.0
9408,1,1,3,68.0,1156.0,2,-3.0,0.20201651624695754,0.3427808364887616,0.6793102473417736,0.0
9409,1,0,18,88.0,670.0,2,6.0,0.10088834802027856,0.15501212001255849,-1.8576226568767225,0.0
9410,1,1,3,3.0,379.0,2,-6.0,0.3660942328511813,0.5508961309847692,4.773153548474088,1.0
9411,1,0,15,69.0,35.0,2,-1.0,0.1125174389630406,0.07960761058878124,0.4195512486499715,1.0
9413,1,0,4,59.0,1611.0,2,0.0,0.2592738069307569,0.3531548582955102,1.1973737008003709,1.0
9414,1,0,15,51.0,1495.0,2,0.0,0.33631465147938755,0.2974520363397071,1.154696136277654,0.0
9416,1,0,10,26.0,696.0,2,7.0,0.4876241972093151,0.32972376771708833,3.0096856917540227,1.0
9417,1,0,4,6.0,103.0,2,11.0,0.5813250680078338,0.21162389099615614,3.1175847503013565,1.0
9418,1,0,7,10.0,33.0,2,-18.0,0.5329273717117151,0.1812455868723788,2.7444958663047005,1.0
9419,1,1,9,74.0,1702.0,2,11.0,0.17646409945853692,0.2497422536859432,-0.7706535532032732,0.0
9421,1,0,10,31.0,1473.0,2,-11.0,0.471044213341621,0.33666898243875365,2.7629021451588827,1.0
9422,1,1,9,30.0,1109.0,2,3.0,0.4722671620320848,0.34422561499181364,2.9024638872586013,1.0
9424,1,0,6,22.0,867.0,1,-10.0,0.5027462999257797,0.3587020223186792,3.3811901063516583,0.0
9425,1,0,4,69.0,774.0,2,7.0,0.19016104041360704,0.3095269327816168,0.4814375114970349,0.0
9426,1,0,4,6.0,43.0,2,-6.0,0.5536729623138078,0.20189806057681225,2.972215331906176,1.0
9428,1,0,5,43.0,1060.0,2,7.0,0.3664529611377729,0.37557658838955177,2.4376815093949395,1.0
9429,1,0,3,29.0,970.0,2,7.0,0.4362902358087208,0.40721397260263537,3.4068741480645115,0.0
9430,1,0,5,50.0,862.0,2,-10.0,0.31440310830516943,0.3610657592709762,1.9470098234453792,1.0
9435,1,0,8,72.0,164.0,2,3.0,0.10027982319357163,0.14772910042209308,-0.01847207404706519,0.0
9436,1,0,10,62.0,99.0,1,-3.0,0.1676903718068387,0.11693576758686446,0.8265287591300199,0.0
9437,1,0,7,36.0,1544.0,2,3.0,0.4259362114446015,0.3570127578215393,2.634517131817958,1.0
9439,1,0,12,67.0,1334.0,2,-10.0,0.2218049581777956,0.26599235721646713,-0.1587133649495278,0.0
9440,1,0,10,12.0,608.0,2,-6.0,0.5691683182355554,0.3107289408939906,3.4347331746378167,1.0
9441,1,0,15,80.0,544.0,1,-1.0,0.12563325764161018,0.17869391060276507,-1.0555063471403408,1.0
9442,1,0,3,41.0,418.0,2,-1.0,0.3151358545170433,0.3596343745845258,2.5417720282701817,1.0
9444,1,0,6,44.0,126.0,2,-2.0,0.228736959592465,0.23414744616172714,1.54199510276323,1.0
9445,1,0,23,47.0,70.0,1,-2.0,0.26277707541283035,0.11952154116265185,1.233577386205431,0.0
9446,1,0,10,63.0,1720.0,2,0.0,0.2446349798834356,0.2847720632561654,0.2222073761408692,1.0
9447,1,1,4,81.0,1509.0,2,0.0,0.13827089915154064,0.26539762057119776,-0.8628938775225485,0.0
9448,1,0,2,23.0,1353.0,2,0.0,0.4587933788895164,0.4248004237833801,3.7505233325939797,1.0
9449,0,0,1,66.0,1183.0,2,-3.0,0.1977645736048325,0.4211406588872023,1.5986904425934532,1.0
9450,1,0,9,25.0,1021.0,2,3.0,0.5033917832112302,0.34045968970371515,3.1261846949675345,0.0
9451,1,0,8,73.0,900.0,2,-6.0,0.17860618648244986,0.2617396218027667,-0.3410876796720748,1.0
9452,1,0,8,36.0,656.0,2,-6.0,0.4087872956618449,0.3404278731759995,2.5924536042604074,0.0
9453,1,0,10,42.0,436.0,2,-1.0,0.3404049117989919,0.2969380189504194,1.9769998217922158,0.0
9455,1,0,4,9.0,37.0,2,1.0,0.5270284662277578,0.20133948018714287,2.8781091797417417,1.0
9456,1,0,7,72.0,1507.0,2,-11.0,0.18735263995905352,0.2742608136329956,-0.3609514110056789,1.0
9457,1,0,3,26.0,1328.0,1,11.0,0.4583918957362453,0.4043586204096533,3.4983439460706327,1.0
9458,1,0,6,16.0,1032.0,1,-18.0,0.5419270980386364,0.3507713431253697,3.558574011337772,0.0
9459,0,0,2,67.0,936.0,2,15.0,0.19897556097408226,0.3680355286960755,1.0848385456713605,0.0
9460,1,0,13,41.0,508.0,2,8.0,0.3667225096501064,0.2955078323965643,1.990240512182529,1.0
9461,1,0,5,27.0,199.0,1,15.0,0.36874876154589736,0.3023460101957365,2.6689899043738983,1.0
9462,1,0,4,69.0,1716.0,2,0.0,0.19899004277965493,0.3154257965174529,0.22797238997593736,1.0
9465,1,1,6,17.0,1175.0,2,0.0,0.5380166759631089,0.3522457695072325,3.5278779650619643,1.0
9466,1,0,4,73.0,1015.0,2,-7.0,0.1761995794849398,0.3030356749153825,0.057031760876593125,0.0
9468,1,1,10,43.0,631.0,2,7.0,0.3624677851726377,0.3193528416963238,2.045156327145452,0.0
9470,1,1,6,60.0,229.0,2,14.0,0.16670897295586518,0.2179120563185735,0.7784287981701159,1.0
9471,1,0,8,59.0,154.0,2,-14.0,0.15455401062203922,0.1862815535826068,0.6548592110474091,0.0
9472,1,0,7,77.0,80.0,2,14.0,0.09123404245643232,0.08730438963249695,0.3370637461020019,0.0
9474,1,1,4,69.0,1731.0,2,14.0,0.19891255598712654,0.3151699220511493,0.2233454784201343,0.0
9475,1,0,9,58.0,1612.0,2,-14.0,0.2778260815251551,0.3078085060438723,0.7889951350762856,0.0
9476,1,1,7,79.0,1533.0,2,14.0,0.14987421248271288,0.2442940123360484,-1.036931635535367,0.0
9477,0,0,10,65.0,1397.0,2,14.0,0.2330482506464805,0.2823580299756173,0.12559945107383585,0.0
9478,1,0,18,70.0,1243.0,2,-14.0,0.2052743808291928,0.2349638990949397,-0.6575303706962838,0.0
9479,1,1,8,8.0,732.0,2,14.0,0.5603013947167497,0.3845925380660595,4.171835577925266,1.0
9480,1,1,4,69.0,677.0,2,-21.0,0.18419736028628853,0.3006392092010083,0.4917041376514328,0.0
9481,1,0,10,24.0,170.0,2,-28.0,0.3997598268347064,0.26598875710016434,2.521831562784359,0.0
9483,1,0,9,36.0,1542.0,2,0.0,0.4334731632900685,0.342461633640227,2.5178956233360057,1.0
9485,1,0,7,10.0,1311.0,2,0.0,0.5842877232905983,0.3297941167365285,3.624772726062464,0.0
9486,1,0,12,84.0,1226.0,1,-3.0,0.12779845087673564,0.1999333826072937,-1.6997605239294116,1.0
9487,1,0,9,73.0,847.0,2,1.0,0.17763457084290224,0.2535693915526141,-0.39194048184725583,0.0
9488,1,0,4,23.0,733.0,2,-1.0,0.4748176575051642,0.37997037112512577,3.474491906769244,1.0
9491,1,0,1,21.0,15.0,2,-13.0,0.37933385095337135,0.24199064200042675,2.698274253639652,0.0
9493,1,0,9,72.0,1488.0,1,-3.0,0.18896788643529489,0.2608616408573061,-0.5122649644554973,0.0
9494,1,0,4,61.0,1432.0,2,3.0,0.2473336161827231,0.3492251472064449,1.066026506808917,0.0
9495,1,0,2,76.0,1340.0,2,-3.0,0.1578069350412358,0.3316709693274766,0.13969143044142207,1.0
9496,1,0,1,42.0,900.0,1,-4.0,0.3197843690404971,0.4736443339449802,3.3132625729012544,0.0
9500,1,1,22,49.0,1195.0,1,-3.0,0.3577890349235282,0.2827149481424033,1.1918726826732229,0.0
9501,1,1,13,44.0,939.0,1,-3.0,0.3806866962296611,0.31744984639011803,1.892177851794606,0.0
9503,1,0,11,60.0,715.0,2,-3.0,0.2522441028009797,0.2819590873502396,0.6841204658735671,1.0
9505,1,1,2,68.0,195.0,2,-3.0,0.11418706665730995,0.21901609141486555,0.7016561098146717,1.0
9506,1,0,10,55.0,120.0,2,-3.0,0.1674431350009956,0.18017059243504294,0.7595305325798589,0.0
9508,1,0,10,21.0,11.0,2,3.0,0.4336970905236056,0.16084858847364486,2.2532287107006557,0.0
9509,1,1,8,68.0,1756.0,2,-6.0,0.21056551768491025,0.2788231892908126,-0.13403722582077804,0.0
9510,1,1,7,36.0,1509.0,1,6.0,0.4259523497753754,0.3573780567374728,2.6408202727383454,1.0
9511,1,1,8,21.0,1273.0,2,13.0,0.5267069531773352,0.3418562834560928,3.300266929060395,1.0
9514,1,0,3,8.0,498.0,2,10.0,0.5317432425912139,0.3635112499928022,3.8217634951895065,0.0
9515,1,1,10,71.0,458.0,1,6.0,0.15767698841926509,0.2152199018634813,-0.13205730637273885,1.0
9516,1,0,4,16.0,216.0,1,9.0,0.4447593156344103,0.32409018120637617,3.2149202068528675,1.0
9517,1,1,10,75.0,201.0,2,-15.0,0.09722699446478714,0.1421996140494934,-0.2551555850280123,0.0
9518,1,0,8,67.0,1739.0,2,0.0,0.2168240505686514,0.28284114576458425,-0.03186813174000669,1.0
9519,1,0,9,48.0,1617.0,1,0.0,0.34824542129147623,0.33051374100891306,1.6556354501035648,1.0
9520,1,0,4,4.0,1476.0,2,0.0,0.4429494308871946,0.5111775110901521,4.692890486736302,0.0
9522,1,0,15,80.0,562.0,1,-3.0,0.1272055184589242,0.18083859675361727,-1.0739099569075956,0.0
9523,1,0,4,50.0,502.0,2,3.0,0.27787817492452804,0.339769631289159,1.9268767817614925,1.0
9525,1,0,5,13.0,283.0,2,3.0,0.4899923551696922,0.32280269689762603,3.3526596899976497,0.0
9526,1,0,7,46.0,120.0,2,-6.0,0.21613905453319004,0.22009784546063632,1.3670444363901613,1.0
9527,1,0,3,16.0,1619.0,2,-3.0,0.5161259493008907,0.3868896514029043,3.751656844031863,1.0
9528,1,0,6,11.0,1040.0,2,-3.0,0.5697546472465393,0.3412731775892243,3.666433736840863,0.0
9529,1,0,4,4.0,912.0,2,0.0,0.43800954277774495,0.5135622838289613,4.7079793085510815,0.0
9530,1,0,6,6.0,643.0,2,3.0,0.5069324112783103,0.43426684274127103,4.365367740340401,0.0
9531,1,0,11,24.0,364.0,2,-3.0,0.4595007910146882,0.2973225460246453,2.8248789482111745,1.0
9532,1,0,2,67.0,218.0,2,-4.0,0.12278568428479265,0.2317456268701919,0.7850649806787031,1.0
9535,1,0,10,90.0,65.0,2,-4.0,0.05291476119520793,0.056941679866936885,-0.0558707628475254,1.0
9536,1,0,4,46.0,37.0,2,-4.0,0.23020773964079835,0.1558266266737512,1.4862409902310754,1.0
9538,1,0,5,75.0,1623.0,2,0.0,0.16838690786520644,0.2785893691613224,-0.47118749477102795,1.0
9539,1,0,6,11.0,965.0,2,-7.0,0.5684851176909267,0.3412320879729358,3.666323854232032,0.0
9540,1,0,5,75.0,896.0,2,4.0,0.16485345445898422,0.2783800143233747,-0.2343034477903978,1.0
9541,1,0,3,43.0,706.0,2,4.0,0.33801363229655845,0.3946451557776609,2.658928973683248,0.0
9542,1,0,10,90.0,655.0,2,-4.0,0.0922631910788704,0.16799867090896764,-1.7009106208960267,0.0
9543,1,0,16,69.0,530.0,1,4.0,0.18084304710902765,0.2138050482942804,-0.23697553932804485,0.0
9544,0,1,1,82.0,451.0,2,-4.0,0.09763862765318217,0.2718147767995965,0.2549792264465607,0.0
9545,1,1,10,51.0,371.0,2,4.0,0.2624471008412733,0.2635932070448352,1.3042838465034774,0.0
9547,1,0,3,68.0,222.0,2,-7.0,0.12234845353998272,0.2131284463679678,0.5673187595328661,1.0
9548,1,0,8,50.0,164.0,2,-7.0,0.20793533609399492,0.21800553145289114,1.1791075189078977,0.0
9549,1,0,3,37.0,25.0,2,-7.0,0.28451049012828644,0.17937977085491078,1.8774311958093428,0.0
9550,1,0,3,54.0,1163.0,1,-11.0,0.2845332456488018,0.3887566012598545,1.9061149622803808,1.0
9551,1,0,3,3.0,1039.0,2,-11.0,0.3848035706680175,0.5683958140366427,4.930419349224085,0.0
9552,1,0,7,65.0,741.0,1,8.0,0.21704315506113608,0.29134710800786245,0.5032394442842514,1.0
9555,1,0,5,57.0,1658.0,1,0.0,0.2754630365201653,0.3446954388552266,1.2239005687572593,0.0
9559,1,1,2,3.0,1074.0,2,0.0,0.5600698581983382,0.3836493973942765,4.09467853264475,0.0
9561,1,0,4,65.0,461.0,2,0.0,0.18239010437898964,0.2815438230879913,0.7854266327869732,0.0
9562,1,0,15,30.0,200.0,2,0.0,0.3742790438705197,0.2481374133471378,2.1668144470989006,0.0
9563,1,0,18,28.0,15.0,2,-6.0,0.38568551615701535,0.13876307752954722,1.9040049498174376,0.0
9564,1,1,9,39.0,1618.0,2,3.0,0.4123532140722226,0.3405125392788225,2.3143317235046803,0.0
9565,1,0,2,52.0,1244.0,1,3.0,0.28811550998345964,0.4189665524925296,2.287647401114827,1.0
9566,1,1,20,30.0,1076.0,2,3.0,0.4971640524398888,0.3005086471233033,2.578729513734164,0.0
9567,1,0,7,71.0,1019.0,2,-6.0,0.19153835851395531,0.2799037511246891,-0.11229450859445712,1.0
9568,1,1,8,49.0,689.0,2,-1.0,0.32055491793894003,0.3260708924851635,1.7465537126051456,1.0
9569,1,1,1,1.0,535.0,2,-1.0,0.1971593104799952,0.7439860935659336,5.6239572224845515,0.0
9570,1,0,10,54.0,462.0,1,-2.0,0.2606205771100408,0.2734839576961858,1.1589140587817353,0.0
9571,1,0,8,27.0,185.0,1,-2.0,0.37653362002685803,0.2764768923976023,2.4845053953809058,0.0
9572,1,1,1,44.0,131.0,2,-1.0,0.20217249855717687,0.3156041364113924,2.1925096566377644,1.0
9573,1,1,8,36.0,109.0,1,-1.0,0.35841267928561216,0.1761820649438719,2.0124312073117867,1.0
9574,1,0,7,67.0,1487.0,2,-7.0,0.2169423841618223,0.2941179616795129,0.1284082486449487,0.0
9575,1,0,9,20.0,1287.0,1,7.0,0.5373810165317572,0.3339029337347154,3.2899513716374167,1.0
9577,1,0,7,48.0,1014.0,2,14.0,0.3401121395164384,0.3483442695224192,1.910184087074824,1.0
9578,1,0,5,85.0,710.0,1,-21.0,0.11229710654929206,0.22249683961144487,-1.0125525145313354,0.0
9579,1,0,4,42.0,618.0,1,21.0,0.3447666689402916,0.3712991707330955,2.5375687457982687,0.0
9580,1,0,1,66.0,1697.0,2,-21.0,0.19808483136394128,0.4157659569372523,1.4635465996813852,1.0
9581,1,0,8,40.0,1306.0,2,-28.0,0.4021333131235202,0.3497936117235469,2.3655672747246634,1.0
9582,1,0,22,64.0,1063.0,2,21.0,0.2451077363620543,0.2451350291288981,-0.14432824774581188,0.0
9583,1,1,1,79.0,952.0,1,-21.0,0.13593292703307913,0.3562142042880027,0.4531960651116815,1.0
9588,1,0,2,63.0,1286.0,2,-7.0,0.22490186687808209,0.38721233551553896,1.3745564869102305,0.0
9592,1,0,5,80.0,846.0,2,4.0,0.13901560627230294,0.2539719466978269,-0.6666787502299645,0.0
9594,1,0,3,70.0,177.0,2,-7.0,0.1054980612450258,0.18978670402277065,0.42349111444287535,1.0
9595,1,0,2,6.0,89.0,2,7.0,0.5519809586008055,0.2366802454823378,3.2143907892907433,0.0
9599,1,0,12,32.0,947.0,2,-10.0,0.4648287895265985,0.3280360578550406,2.6874254940973112,0.0
9600,1,0,2,39.0,755.0,2,7.0,0.3535361754229174,0.426321199466656,3.099471933846002,1.0
9601,1,0,5,13.0,582.0,2,7.0,0.5329319540589113,0.34814959615094404,3.614221019870426,0.0
9602,1,0,8,17.0,467.0,2,-10.0,0.5147935126194576,0.3212918922496541,3.29088101675303,0.0
9603,1,0,6,48.0,249.0,2,7.0,0.24272810175027304,0.2634068514691743,1.5523460108290177,1.0
9604,1,0,17,42.0,226.0,1,7.0,0.29378990813323724,0.2274994645449615,1.4934729563928826,0.0
9605,1,0,5,88.0,1690.0,2,0.0,0.10826908470470477,0.2185883829813108,-1.694768941058535,1.0
9607,1,1,9,58.0,1354.0,1,0.0,0.2785995518170514,0.3109143170803667,0.8594728321263576,0.0
9612,1,1,5,94.0,218.0,2,6.0,0.046862759336283207,0.10819904568039172,-0.8945458131693748,1.0
9615,1,1,10,61.0,1655.0,2,9.0,0.2584364117120834,0.2922121934078479,0.4322858070598161,0.0
9617,1,0,6,54.0,1298.0,2,9.0,0.2990675122225997,0.3457348292229487,1.4667665031210992,1.0
9619,1,0,9,9.0,1009.0,2,9.0,0.5859776393994263,0.3658806114826989,4.108213299719649,0.0
9620,1,1,16,50.0,712.0,2,5.0,0.32833809970317224,0.2879007920423446,1.3196697006160172,0.0
9621,1,0,7,77.0,538.0,2,-5.0,0.13593666122472658,0.2209289925619995,-0.4451452184892071,0.0
9622,1,0,7,72.0,1722.0,2,0.0,0.1862621985830793,0.2710200458690589,-0.4276214734599719,1.0
9623,1,0,5,59.0,1645.0,2,0.0,0.2625906785896808,0.3390305613794252,1.0478523232949537,1.0
9624,1,0,10,31.0,1491.0,1,0.0,0.4710508432606906,0.3365032498579211,2.7600458779225,1.0
9625,1,0,3,46.0,1410.0,2,-7.0,0.3357153010487828,0.4025165004202402,2.4547734362087814,1.0
9626,1,1,11,42.0,1328.0,2,-7.0,0.3963656732321008,0.32969629257724703,2.0678366353838022,0.0
9627,1,0,8,25.0,1211.0,2,14.0,0.5015224190678216,0.3468801539720014,3.159999322263836,1.0
9628,1,1,5,70.0,1129.0,2,-20.0,0.19580511856022728,0.3040504369385621,0.16284988816939094,1.0
9629,1,0,12,75.0,804.0,2,20.0,0.16650247426084475,0.2293554185495845,-0.7187797482923644,1.0
9631,1,0,4,91.0,594.0,2,-20.0,0.08435521814658195,0.193910663561576,-1.240369026159416,1.0
9632,1,1,7,64.0,448.0,2,-20.0,0.19149899934916764,0.25520976240218496,0.5714878919142954,0.0
9633,1,0,2,82.0,350.0,2,20.0,0.0896561316326078,0.2125907662632311,-0.08199578650160078,1.0
9635,1,1,5,70.0,164.0,2,-20.0,0.10555753981145026,0.1684235985678836,0.2375425134699229,1.0
9636,1,0,5,56.0,29.0,2,-13.0,0.16662805094773028,0.12493338185350825,1.0231403854647578,1.0
9637,1,0,11,90.0,1583.0,2,3.0,0.10152664035936833,0.1761024979515509,-2.267171733249052,1.0
9639,1,0,9,54.0,1402.0,1,-3.0,0.3062924767002084,0.32088774233543177,1.2048318317104052,1.0
9640,1,0,10,65.0,1272.0,1,3.0,0.2330987926078513,0.2834143218658577,0.1621824796839324,0.0
9641,1,0,3,76.0,1175.0,2,-3.0,0.16042978830130727,0.3078905865960285,-0.08646272728695781,1.0
9642,1,0,22,79.0,1008.0,2,-3.0,0.15204805637005586,0.1920502675732671,-1.5043922947751796,0.0
9643,1,0,5,63.0,910.0,1,3.0,0.23296687247710496,0.3266571838136186,0.8624922158534231,1.0
9644,1,0,28,34.0,844.0,1,3.0,0.4706844764208943,0.2814181014672581,2.217056818945494,0.0
9645,1,0,10,48.0,55.0,2,-3.0,0.2370571482949765,0.13330014129937529,1.2910734992961792,0.0
9646,1,0,3,21.0,1546.0,2,0.0,0.4880664890557779,0.39607155406960776,3.632893807451565,0.0
9647,1,0,21,86.0,1478.0,2,-3.0,0.11860302108964707,0.16655052100448206,-2.246288731944184,0.0
9648,1,0,12,63.0,1360.0,2,3.0,0.24803809877562866,0.2794097956485358,0.21738126453265405,0.0
9649,1,0,7,67.0,644.0,1,0.0,0.19799827581994275,0.2748779004336627,0.34033596318942805,0.0
9650,1,0,10,65.0,391.0,2,0.0,0.17920907337305686,0.22336102428408247,0.31580140624595265,1.0
9651,1,0,10,10.0,73.0,2,0.0,0.6013090224191833,0.20764065830471667,3.1863944938182627,0.0
9652,1,0,1,51.0,19.0,2,-3.0,0.17423796984811046,0.17672504213779708,1.4968042872495066,1.0
9656,1,0,5,24.0,860.0,2,3.0,0.4831984423881271,0.3712608890001376,3.3807073477922005,0.0
9658,1,0,10,61.0,407.0,2,-6.0,0.205481269294292,0.2406396358078296,0.6106294588090047,0.0
9659,1,0,8,70.0,243.0,2,6.0,0.12403838245804545,0.17677251668440616,0.07834946974191315,1.0
9660,1,0,10,47.0,131.0,2,6.0,0.2182444488641382,0.2074490396540959,1.2163611585733622,0.0
9661,1,0,2,57.0,1444.0,2,0.0,0.2592692001291347,0.4050334451351244,1.8518110523381583,0.0
9662,1,0,7,77.0,1309.0,2,0.0,0.1606134807930462,0.2554327942072054,-0.7760420342810532,1.0
9663,1,0,12,64.0,1222.0,1,0.0,0.2412267055253818,0.2770442811103534,0.16167323940760858,0.0
9664,1,0,9,26.0,982.0,2,0.0,0.4961772284583741,0.3411828691758136,3.0860759142132514,1.0
9665,1,0,6,43.0,466.0,2,-10.0,0.3274433485982858,0.3269040399726698,2.1677896092700792,0.0
9666,1,0,5,86.0,372.0,2,10.0,0.08256457775751096,0.16772336666094562,-0.7522193825181736,0.0
9667,1,0,4,45.0,252.0,2,-10.0,0.2561008995920788,0.29189386772497017,1.9023814386451363,1.0
9668,1,0,1,1.0,95.0,2,10.0,0.26395765717559305,0.586171751098768,4.8135073921781535,1.0
9669,1,0,10,75.0,80.0,1,-17.0,0.10000175741434934,0.08530297365062668,0.34161205762128843,0.0
9670,1,0,5,57.0,1713.0,2,-24.0,0.2752130262361124,0.3438500595438713,1.2086870367410891,1.0
9672,1,0,5,70.0,1312.0,2,-20.0,0.19655522132741526,0.3036476720280471,0.10843057344866568,1.0
9673,1,0,5,59.0,601.0,2,-33.0,0.23781719373291205,0.3161988219433237,1.1906579194139844,0.0
9674,0,0,7,77.0,539.0,2,33.0,0.1360346274676545,0.2210819900175643,-0.4457327925567869,0.0
9675,1,0,10,68.0,469.0,2,-33.0,0.17524634187492655,0.2282894996439193,0.09118738811424287,0.0
9676,1,0,3,75.0,373.0,2,33.0,0.1199895917999382,0.2319214956427288,0.1822274815789829,1.0
9677,1,0,6,60.0,242.0,2,33.0,0.16994122530367656,0.22205582546205824,0.7914136140756746,0.0
9678,1,0,10,68.0,192.0,1,-33.0,0.12313305028548108,0.161657736351193,0.1092037122270706,0.0
9680,1,0,18,89.0,1435.0,2,-7.0,0.10602679463939177,0.1619221950947684,-2.3924913476835417,0.0
9681,1,0,4,80.0,1120.0,2,-7.0,0.1426656886899821,0.2725994849717302,-0.6367393477093388,0.0
9682,1,0,4,28.0,1035.0,2,7.0,0.4546859951139103,0.3897761617817069,3.32782200041587,1.0
9683,1,0,7,18.0,922.0,2,7.0,0.5344304210580487,0.3451236568788605,3.452186454386992,1.0
9684,1,0,4,35.0,770.0,2,-14.0,0.4020442107536387,0.3869148802061975,2.989859512928102,0.0
9685,1,0,8,11.0,645.0,2,14.0,0.5686099799260798,0.32182562223928346,3.5363770651026827,0.0
9689,1,0,17,83.0,1693.0,2,-21.0,0.1312651058388681,0.18384431908216653,-1.9534355930187024,0.0
9690,1,0,12,44.0,1566.0,2,21.0,0.3836542719695287,0.32031364350035163,1.827386168491247,1.0
9691,1,0,15,63.0,1498.0,2,-28.0,0.24969090276190525,0.26583251406549113,0.04463925072502595,0.0
9692,1,0,10,48.0,1342.0,1,-28.0,0.3509353334424723,0.3274246721056922,1.662072842012319,0.0
9694,1,0,3,12.0,520.0,2,28.0,0.5113295249313137,0.37162495644480215,3.7634546870413375,1.0
9695,1,0,3,17.0,301.0,2,-31.0,0.4485292821180627,0.3543579125084816,3.419071214376213,0.0
9696,1,0,7,80.0,230.0,1,31.0,0.08394881231893081,0.14415744712873751,-0.4037434931067945,0.0
9697,1,0,9,35.0,1551.0,2,0.0,0.4403819442322643,0.34249559913228617,2.5755490772705323,0.0
9698,1,0,5,73.0,1389.0,2,0.0,0.17986027125380855,0.2904172518610159,-0.20440816841354206,0.0
9699,1,0,10,96.0,1290.0,2,0.0,0.08103197119383257,0.15902289497905442,-2.5741344845168728,1.0
9700,1,0,4,79.0,1174.0,2,0.0,0.14768564032765716,0.2774403705336554,-0.5619678182311147,0.0
9701,1,0,5,49.0,1027.0,2,0.0,0.3259489090219419,0.3668753236262908,2.0173681666466994,0.0
9702,1,0,6,62.0,515.0,1,-3.0,0.2114949296861136,0.2828497928088121,0.8250427907256872,1.0
9703,1,0,14,67.0,120.0,2,-3.0,0.11266345739222225,0.1348166291734611,0.0521622478418986,0.0
9704,0,0,1,66.0,26.0,2,-6.0,0.10688249369551034,0.1366752668673183,0.942709075212856,1.0
9705,1,0,6,48.0,6.0,2,-6.0,0.20621964629278608,0.13097030553386355,1.2381855356917142,1.0
9706,1,0,9,79.0,1352.0,2,1.0,0.15127696964939666,0.2335912672197029,-1.131189921472988,1.0
9707,1,0,10,70.0,1286.0,2,1.0,0.20186378169246744,0.2650576216192997,-0.3215796324436262,0.0
9709,1,0,2,2.0,731.0,2,-7.0,0.3070231372868792,0.6406943216890699,5.214335408592615,0.0
9710,1,0,6,8.0,575.0,2,0.0,0.5685706924355508,0.3294110999862871,3.6548970117337354,1.0
9711,1,0,3,80.0,116.0,2,7.0,0.0864393468828855,0.10567858173111927,0.4241443370693041,1.0
9713,1,0,2,48.0,1558.0,2,0.0,0.312593391974875,0.4235440023153438,2.5119845281912863,1.0
9715,1,0,5,5.0,1236.0,2,-3.0,0.4839318163418525,0.4703667091049867,4.534666608385201,0.0
9716,1,0,3,57.0,1003.0,1,0.0,0.2638333491909517,0.3792908226695049,1.6847688739303126,0.0
9717,1,0,8,47.0,494.0,2,7.0,0.31063033771621,0.3080405106829637,1.7941678941016064,1.0
9718,1,0,10,42.0,292.0,2,-7.0,0.3052212548422569,0.2673279765309263,1.7936772980610844,1.0
9721,1,0,10,59.0,47.0,2,4.0,0.16318614986999833,0.10879658109933688,0.8366294453796518,1.0
9722,1,0,2,8.0,1436.0,2,-7.0,0.5384489219439685,0.39444319670928174,4.033002361851715,1.0
9723,1,0,12,77.0,1349.0,2,0.0,0.16266037066303066,0.2275824501274977,-1.1156351202680672,1.0
9725,1,0,15,65.0,846.0,2,-3.0,0.2297067354253909,0.2569063788026716,0.0419659658824354,0.0
9726,1,0,5,70.0,795.0,2,-9.0,0.1877877682294533,0.2943542425102281,0.2504245667511258,0.0
9727,1,0,10,59.0,624.0,2,9.0,0.2496635755845336,0.2817538991378556,0.8183262431888016,0.0
9729,1,0,8,17.0,295.0,2,-9.0,0.4826084022282268,0.3026658225127256,3.1028971728847337,1.0
9730,1,0,11,37.0,185.0,2,2.0,0.3087201037901245,0.2454589952543579,1.8585383712179209,1.0
9732,1,0,10,58.0,1643.0,2,0.0,0.2790749307833542,0.3013487365635405,0.7173579294512821,0.0
9733,1,0,20,63.0,1477.0,2,0.0,0.25218905330230923,0.2510459797556965,-0.116408956309199,0.0
9735,1,0,10,27.0,815.0,2,-7.0,0.4878670930055465,0.3339078404799226,2.9926718571009285,0.0
9736,1,0,4,8.0,618.0,2,-7.0,0.5539042805460597,0.35265436921619503,3.7895639256241767,1.0
9737,1,0,3,69.0,372.0,2,0.0,0.14580196928888958,0.2568547473557331,0.597380683072102,1.0
9740,1,0,2,14.0,1208.0,2,-3.0,0.5062971868532571,0.4095595176595237,3.9633057587606446,0.0
9741,1,1,18,43.0,858.0,1,-10.0,0.3923622503077809,0.29907061507121885,1.8079387565497944,1.0
