,shotgun,no_huddle,ydstogo,yardline_100,half_seconds_remaining,run_location,score_differential,fg_prob,td_prob,ep,third_down_converted
7763,1,0,18,55.0,381.0,1,0.0,0.2451522365276475,0.2279933098119667,0.7720717553630394,0.0
7773,0,0,1,1.0,140.0,2,-1.0,0.1826924597734595,0.6970998109995117,5.271149849592566,1.0
7793,0,0,4,46.0,778.0,1,16.0,0.33117790928574864,0.3777129378643293,2.341677526382324,0.0
7803,1,0,4,12.0,474.0,2,-10.0,0.5188489575006335,0.35283536205255434,3.6442613044810415,0.0
7808,0,0,1,50.0,1428.0,2,-21.0,0.28244120500599235,0.4664284625623222,2.8002157019923155,1.0
7823,0,0,1,1.0,437.0,3,-4.0,0.19506882886812107,0.7381301458799437,5.580146369810529,1.0
7832,1,0,2,56.0,254.0,1,-4.0,0.18181088614170915,0.28919257907124496,1.5163326199834968,1.0
7834,1,0,20,90.0,60.0,1,1.0,0.053499750131750026,0.04890408007248581,-0.1415615457487676,0.0
7836,1,0,4,66.0,518.0,1,-1.0,0.1848076974454552,0.2892560825236147,0.7271158224776129,1.0
7846,1,0,12,89.0,28.0,2,-17.0,0.04959981707613308,0.05039839287397823,-0.049382474253902235,0.0
7849,1,0,1,69.0,1374.0,1,-13.0,0.1838764310158344,0.407956147467765,1.2824196620779649,0.0
7854,0,0,1,8.0,1418.0,2,0.0,0.5043715284516294,0.43524287522763777,4.251427460096569,1.0
7857,1,0,11,80.0,906.0,1,-3.0,0.14352517459633415,0.2173922107049276,-1.1604350760837978,1.0
7862,1,0,1,72.0,1349.0,3,-13.0,0.16973589311174622,0.3947383492481082,1.0105440280796891,1.0
7865,1,0,3,68.0,903.0,1,-20.0,0.19767709374559328,0.3378139731259341,0.7344712366187562,1.0
7876,1,0,1,66.0,1733.0,3,4.0,0.1979793315573447,0.4151238137494753,1.452971124384926,1.0
7878,0,0,1,50.0,1357.0,2,-4.0,0.2822609184755501,0.46706286991992296,2.813605442338615,1.0
7883,1,0,12,48.0,366.0,3,1.0,0.2850185693798339,0.26183593820896983,1.4269007504616569,0.0
7884,1,0,1,70.0,235.0,1,-1.0,0.10953144353848364,0.25483483911802457,0.9174093708042304,1.0
7891,0,0,1,32.0,1677.0,1,2.0,0.3815281305497599,0.4736794104279352,3.6987493022164646,0.0
7892,0,0,1,66.0,1488.0,2,-9.0,0.19849440709969568,0.41908287568239694,1.5231866081613832,1.0
7898,1,0,3,56.0,502.0,1,-9.0,0.23556036729537325,0.33818375231699466,1.6434069919831489,1.0
7902,0,0,1,51.0,1655.0,1,0.0,0.2770546866891385,0.4617031512388065,2.683527597897914,1.0
7907,1,0,2,46.0,755.0,2,0.0,0.31147233296955523,0.4185257904692187,2.696704552170104,0.0
7914,0,0,1,76.0,1645.0,3,-3.0,0.15132571418033705,0.37126863973804497,0.5384859021265385,1.0
7919,1,0,1,79.0,550.0,1,-10.0,0.11727222444902125,0.3108093540298193,0.4927331752515309,1.0
7930,1,0,1,68.0,360.0,1,-14.0,0.13843594602216314,0.3111808837260345,1.2061920707660323,0.0
7937,0,0,1,63.0,900.0,2,-14.0,0.2079817647311412,0.42620585623823903,1.8856172448240969,1.0
7940,0,0,9,15.0,393.0,3,14.0,0.5206494395432449,0.30706944664925323,3.2500537762119985,0.0
7945,1,0,6,71.0,1299.0,3,-9.0,0.1923519990052205,0.2892014446550785,-0.10148363601515342,0.0
7948,0,0,1,1.0,464.0,2,-15.0,0.1957105857697206,0.7399961303491351,5.5941291577891885,1.0
7951,1,0,1,4.0,9.0,2,2.0,0.5073267499667158,0.2488834241201665,3.185827738241942,1.0
7961,0,0,11,27.0,165.0,3,12.0,0.3772116021639788,0.2570994092686736,2.339979963808377,0.0
7964,1,0,10,34.0,1525.0,2,0.0,0.450493743719439,0.3367731728680153,2.5904430288874867,0.0
7966,1,0,2,54.0,1332.0,2,-3.0,0.2766869636599366,0.41395635244384005,2.118250471912729,0.0
7969,0,0,1,56.0,120.0,2,-7.0,0.14062065396533505,0.2643473850980286,1.4998131387474742,1.0
7970,0,0,2,46.0,59.0,1,-7.0,0.2315283567423411,0.18440737946331315,1.6993704075973566,0.0
7975,1,0,8,58.0,606.0,1,7.0,0.25135957252223784,0.2945421270987034,1.0171677865401878,1.0
7978,1,0,8,78.0,109.0,3,14.0,0.09568089705979108,0.09003298473203288,0.3078967995769686,0.0
7990,1,0,4,39.0,1499.0,3,-14.0,0.3888813349843624,0.3900384806545901,2.735599090575161,1.0
7998,0,0,10,24.0,30.0,1,0.0,0.4191529095985815,0.16274729338864852,2.2020848746653456,0.0
8005,0,0,1,30.0,543.0,3,0.0,0.36486679488056906,0.4534412642877755,3.6738207473530817,1.0
8006,0,0,1,1.0,275.0,3,0.0,0.18978514092823293,0.7214178398025337,5.4544960337609405,1.0
8014,1,0,8,65.0,1757.0,3,0.0,0.2292601320537868,0.2898112477370677,0.1561478004466368,1.0
8015,1,0,7,52.0,1643.0,3,0.0,0.31503236359933995,0.3372193016586063,1.4607238477642128,1.0
8017,0,0,4,56.0,1412.0,1,0.0,0.27864340914056396,0.3643714431295827,1.51291303005704,1.0
8018,0,0,4,44.0,1298.0,1,0.0,0.35605140344037545,0.3879988473402066,2.456115260507355,0.0
8019,0,0,6,14.0,1094.0,1,0.0,0.5540574687820072,0.34709786725671804,3.60397236353924,0.0
8020,0,0,1,68.0,956.0,1,0.0,0.18493867298222968,0.4087980193097086,1.4575283029625692,1.0
8021,0,0,3,59.0,820.0,2,0.0,0.24587727495058714,0.36645928980522535,1.5252856157942778,0.0
8024,0,0,16,51.0,114.0,3,0.0,0.2517338431585066,0.13251079026196913,1.2349780686846783,0.0
8026,0,0,5,55.0,1727.0,2,-7.0,0.2882511377997401,0.3490370997954673,1.3805934852169257,0.0
8028,0,0,7,60.0,1300.0,1,-7.0,0.2616656868757201,0.3200437382213941,0.8425828280975189,0.0
8029,0,0,6,73.0,1199.0,1,7.0,0.18093486066115694,0.2813691396538633,-0.2618807989380403,0.0
8031,0,0,3,42.0,970.0,2,-7.0,0.35630542267648485,0.40658816162777256,2.7643885829730053,1.0
8035,1,0,10,76.0,519.0,3,0.0,0.14030378804557514,0.20654243951153128,-0.5390631008269409,1.0
8036,0,0,5,59.0,410.0,1,0.0,0.21018125537578894,0.28096029992335303,1.0898899292883044,1.0
8037,1,0,4,44.0,303.0,2,0.0,0.2764490745057306,0.30980723704814256,2.0583431734862967,0.0
8040,0,0,4,21.0,99.0,2,0.0,0.4623222019611623,0.2122525285743172,2.6953681892721932,1.0
8043,0,0,4,77.0,1262.0,1,-3.0,0.15767041596719136,0.2864690962570777,-0.4017364303106632,1.0
8045,0,1,1,16.0,944.0,2,-3.0,0.459762410479354,0.4550097114206868,4.168507332089799,1.0
8046,1,1,3,63.0,692.0,2,0.0,0.2150745656749107,0.34222953811608364,1.177376102210676,1.0
8055,1,0,5,77.0,900.0,2,0.0,0.15488717347357178,0.2697336044972985,-0.4190522626470403,0.0
8059,1,1,4,58.0,383.0,1,-7.0,0.20801072727228875,0.2887911815021297,1.2461431170419233,1.0
8062,0,0,4,15.0,183.0,3,13.0,0.442096632294951,0.31750242003833723,3.1824793967984415,1.0
8067,0,0,1,1.0,1075.0,1,-7.0,0.20241047624982209,0.752284009801976,5.683734427180508,1.0
8070,0,0,1,23.0,221.0,3,-7.0,0.3521368701515937,0.39630840969598696,3.433191669203027,0.0
8076,1,0,1,27.0,34.0,3,0.0,0.3431079790241301,0.2400275285627348,2.5475462941257168,0.0
8078,1,0,16,36.0,1507.0,3,0.0,0.4496814852559727,0.3105363888965223,2.260783671201384,0.0
8085,0,0,1,66.0,92.0,2,-16.0,0.12697281148063402,0.16206438406044632,1.115506808792097,0.0
8092,1,0,21,74.0,173.0,1,11.0,0.0982115662482668,0.11884716301162622,-0.4203246640373752,0.0
8096,1,0,17,65.0,1023.0,2,-3.0,0.23568232611822001,0.2546589082640952,-0.08020964135450838,0.0
8099,1,0,4,69.0,118.0,1,-7.0,0.13186774241038834,0.12708609534068074,0.7644135564371681,1.0
8111,1,0,5,41.0,1315.0,3,-7.0,0.3821149051622618,0.3769899138247432,2.53366991168344,1.0
8117,1,0,5,38.0,1500.0,3,-7.0,0.4022761614582197,0.3769264984353977,2.6852740043630163,1.0
8118,0,0,1,10.0,1377.0,3,-7.0,0.4944001327226902,0.4405438851085843,4.235301639318695,0.0
8119,1,0,1,43.0,1155.0,3,7.0,0.3191502874152895,0.4766378749294646,3.2625768593458213,1.0
8121,0,0,1,1.0,774.0,1,-14.0,0.20030619790206847,0.7507950254214532,5.6742076716220105,1.0
8123,0,0,2,57.0,619.0,3,7.0,0.2364432811536217,0.3780491424169248,1.8683250644007945,0.0
8133,1,0,6,67.0,703.0,2,-2.0,0.2011255504153192,0.2890660119897707,0.4226293536502519,1.0
8143,1,0,16,70.0,290.0,2,26.0,0.13691829045682494,0.16551013593775393,-0.19922341487501627,0.0
8145,1,0,3,68.0,1491.0,3,-7.0,0.2025390630260285,0.34044332680125683,0.5845685092513386,1.0
8147,0,0,1,1.0,862.0,3,0.0,0.2010544413372098,0.7517359661291138,5.680836473042152,1.0
8153,1,0,2,23.0,1360.0,2,8.0,0.4588305241957627,0.4247511498426733,3.749848074617014,0.0
8155,0,0,1,51.0,1176.0,2,-11.0,0.2757792246460317,0.4658135958121739,2.7748036033537864,1.0
8163,0,0,1,1.0,110.0,2,0.0,0.2660174975790553,0.590496770816015,4.849217304884751,1.0
8167,1,0,2,51.0,1367.0,1,-3.0,0.2945352544203255,0.42027419683475264,2.338095020121412,0.0
8173,0,0,1,87.0,1599.0,2,17.0,0.10763442896558637,0.3134335599578645,-0.5139104342131695,1.0
8175,1,0,20,69.0,1100.0,2,24.0,0.21147178879380124,0.2334381199163508,-0.5757788358779488,0.0
8179,0,0,1,63.0,582.0,2,24.0,0.1895239365846906,0.3918718919153279,1.788393373767752,1.0
8182,0,0,5,73.0,77.0,3,18.0,0.10359570203051677,0.10088524416055633,0.5151864483548423,0.0
8183,0,0,1,66.0,1746.0,1,0.0,0.19793944048445025,0.4148883834546539,1.4491365571217856,1.0
8189,1,0,8,32.0,1069.0,3,10.0,0.4544583421942083,0.3516560314273986,2.856188130115397,1.0
8191,1,0,2,57.0,780.0,1,-10.0,0.24813379676046304,0.3949479058780604,1.924581138315116,1.0
8195,0,0,1,1.0,1294.0,2,13.0,0.2034519518315816,0.7515096679761821,5.676493371453155,1.0
8199,1,0,7,76.0,655.0,2,-23.0,0.15052005078412706,0.24008582241456525,-0.4270943518921833,0.0
8203,0,0,8,56.0,189.0,1,23.0,0.18038865170575227,0.20736161761387115,0.8652498184057508,0.0
8209,0,0,1,41.0,689.0,2,0.0,0.31547928200151754,0.4628391557568931,3.2999238085997886,1.0
8213,1,0,16,90.0,129.0,2,7.0,0.0471401917094048,0.07798420628739447,-0.8904659950507157,0.0
8225,1,0,3,40.0,1595.0,3,-7.0,0.3735877763349554,0.4061244259288803,2.802205608424248,1.0
8243,0,0,9,67.0,54.0,1,3.0,0.12472933649310865,0.09645154442138752,0.5842277604139562,0.0
8247,1,0,24,89.0,1182.0,2,-3.0,0.10625499304660012,0.15272029285202404,-2.4394878683029964,0.0
8249,1,0,9,90.0,828.0,2,-3.0,0.09823881437960716,0.1824848039122716,-1.8190236557213038,1.0
8257,0,0,1,13.0,292.0,3,10.0,0.4275374385194945,0.4114205069547767,3.8629706673657216,0.0
8259,1,0,1,29.0,1363.0,3,0.0,0.3967212532715837,0.4743923777282665,3.845522438645488,1.0
8262,1,1,2,46.0,926.0,2,7.0,0.3188009835362858,0.42631716488639787,2.726557007844653,1.0
8263,0,0,2,70.0,715.0,1,-14.0,0.17448158500216526,0.3401597297740574,0.8310484688055684,1.0
8274,0,0,1,36.0,1605.0,3,0.0,0.3595781273207591,0.47586963498066,3.545154537697245,0.0
8277,0,0,1,51.0,1324.0,2,3.0,0.276713028436231,0.4654485625951277,2.752302600502465,1.0
8293,1,0,2,7.0,1387.0,2,0.0,0.5431557046639237,0.3923275739331614,4.047189052402598,1.0
8299,1,0,6,30.0,437.0,1,7.0,0.4126278250181396,0.3372188784408017,2.858274277680397,0.0
8300,0,0,1,32.0,282.0,2,-10.0,0.3119562183324265,0.4028080936300498,3.2088556543554265,0.0
8301,1,0,4,69.0,68.0,3,3.0,0.11583243877002773,0.11178940759864238,0.6745517297379647,0.0
8306,1,0,2,47.0,1304.0,1,-6.0,0.3182065603670001,0.4275800732528647,2.6303576290464807,0.0
8309,0,0,4,31.0,460.0,1,9.0,0.39682847421015466,0.3621392683159848,2.9944905128193806,1.0
8312,0,0,3,20.0,176.0,1,12.0,0.3955944654965696,0.3285275034706076,3.0763022018509534,1.0
8313,0,0,9,12.0,76.0,2,12.0,0.5468314666382548,0.18056851984763614,2.7628881061836896,0.0
8322,1,0,15,85.0,18.0,2,13.0,0.057156182183077,0.05181237951276557,0.006667395265197496,0.0
8325,0,0,1,66.0,1407.0,2,-17.0,0.19851194933388544,0.4200762201473803,1.5450808211580354,1.0
8333,1,0,8,80.0,1544.0,2,0.0,0.1453065878221367,0.23301743450515355,-1.2147899490251493,0.0
8339,1,0,2,2.0,125.0,2,-10.0,0.2754440594327621,0.5846801759756507,4.756666707346431,1.0
8343,0,0,1,36.0,1176.0,2,-3.0,0.3575888447195768,0.4789839671077146,3.5995484568391265,1.0
8344,0,0,1,10.0,1052.0,1,-3.0,0.4914850380440878,0.4419695304389441,4.24838589378746,1.0
8348,1,0,5,5.0,241.0,2,10.0,0.4415195151244972,0.4413274992229319,4.239393383332514,1.0
8350,1,0,8,42.0,95.0,1,17.0,0.3011655952873429,0.16249507582376402,1.7085749689183918,0.0
8351,1,0,1,83.0,36.0,2,-17.0,0.058006293816644135,0.09644469686039454,0.4318121684029619,1.0
8355,0,0,1,1.0,1134.0,2,0.0,0.2027147665002361,0.7521652449857595,5.682473612040512,1.0
8371,0,0,1,68.0,120.0,2,38.0,0.09493723357754524,0.21484901032248802,0.8582520077791544,1.0
8375,0,0,1,31.0,936.0,1,3.0,0.38076853899193175,0.4752910324726609,3.79352160932004,1.0
8376,1,0,2,2.0,184.0,2,-4.0,0.2818297080492537,0.5972425791124145,4.859077013853661,1.0
8387,1,0,9,60.0,1541.0,2,0.0,0.2645333411040561,0.3028894210946028,0.6231199373589416,1.0
8389,1,0,2,16.0,1001.0,2,-7.0,0.4931816626838984,0.41388187141731264,3.9321036908581233,1.0
8395,1,1,1,35.0,1128.0,1,-10.0,0.3624980063910247,0.4787567901709449,3.644346201866255,0.0
8399,1,0,12,62.0,252.0,1,14.0,0.16751748898660251,0.19169406579672948,0.4035894061931782,0.0
8400,1,0,1,26.0,185.0,2,-14.0,0.3241268082508708,0.3824893728260664,3.2284448849257963,1.0
8404,0,0,1,29.0,688.0,2,-4.0,0.3818106207737599,0.465316651424874,3.801401506195563,1.0
8412,1,0,3,3.0,1296.0,2,15.0,0.3868386871880868,0.5672848611919175,4.922731216571859,0.0
8413,0,0,1,59.0,1055.0,3,18.0,0.23182640548329994,0.4446374400160927,2.2025375713848456,1.0
8415,0,0,1,1.0,505.0,1,-18.0,0.1965860464838771,0.7424493125739643,5.612482843532821,0.0
8416,0,0,2,31.0,289.0,3,11.0,0.3406685619629724,0.3678033042324759,3.0037187613830367,0.0
8424,1,0,4,65.0,1172.0,3,-13.0,0.22266083982473744,0.33689945490254536,0.766438381158479,0.0
8429,1,0,7,95.0,59.0,3,-23.0,0.041677393796789336,0.05270995561398612,-0.11205747479139387,0.0
8434,0,0,1,20.0,827.0,3,26.0,0.4361783752408756,0.4607210018846996,4.082953319476927,1.0
8438,1,0,5,24.0,1302.0,1,-7.0,0.4904309832399567,0.3721606309904815,3.3700439240153948,1.0
8457,0,0,1,1.0,1448.0,1,0.0,0.2040853134305944,0.7505897293228164,5.668497221977713,1.0
8465,1,0,2,67.0,120.0,3,-1.0,0.10245353418837716,0.1939046820355876,0.6679122030407285,1.0
8475,0,0,1,25.0,459.0,2,2.0,0.383715641711992,0.4424370244006916,3.7605828326755764,1.0
8477,1,1,11,11.0,54.0,1,-5.0,0.6009608206147896,0.19410562842136173,3.0913873169478645,0.0
8478,0,0,3,67.0,29.0,1,5.0,0.11036739383689294,0.11063544535776652,0.7195093319548882,0.0
8482,0,0,2,2.0,664.0,3,-10.0,0.3057592560793915,0.6392608506478665,5.2024896162994345,1.0
8488,1,0,4,60.0,1537.0,2,-7.0,0.25328588525922674,0.35110420704829937,1.1278756219339343,1.0
8495,1,0,2,84.0,426.0,1,-11.0,0.0917370783630112,0.22387679541197225,-0.2452411761993769,1.0
8505,0,0,1,24.0,774.0,2,13.0,0.41313819074216585,0.4649152919650975,3.978618484388938,0.0
8507,0,0,20,57.0,37.0,3,27.0,0.1759225652889085,0.09661087723172974,0.7827978321366278,1.0
8508,0,0,5,70.0,1716.0,3,34.0,0.19526866996541928,0.29825047665808546,-0.01556454671011842,0.0
8511,1,0,14,82.0,1138.0,3,40.0,0.13720230387636315,0.20118502592681567,-1.5775321531859223,0.0
8512,1,0,4,71.0,1067.0,3,-40.0,0.1876291991454224,0.3124103457400098,0.2307166942562726,1.0
8515,0,0,1,40.0,530.0,2,35.0,0.3068927724569653,0.4453224761616942,3.22835408786484,0.0
8516,1,0,7,34.0,394.0,1,35.0,0.38061226663807,0.3194818749014407,2.545888796451872,0.0
8517,1,0,3,65.0,310.0,2,-35.0,0.15342369525888658,0.254517302992391,0.8290211789210368,1.0
8522,0,0,1,54.0,1022.0,3,-6.0,0.2576103207045409,0.4577606307445097,2.5797083922587256,1.0
8532,1,1,1,75.0,1169.0,3,-3.0,0.15556457867434226,0.38088040370955656,0.7765025597846162,1.0
8538,1,0,28,32.0,230.0,1,-1.0,0.3828550748877304,0.22580368710846505,1.9169745623902508,0.0
8540,1,0,2,32.0,80.0,2,-2.0,0.3452158825314653,0.2213140064162838,2.3680866259928823,0.0
8556,0,0,1,63.0,388.0,1,-8.0,0.16491109072819882,0.3428471528988542,1.592869470398409,1.0
8562,1,0,7,87.0,753.0,2,-10.0,0.1070167979645566,0.20178236682053985,-1.3920619961720746,1.0
8566,0,0,1,60.0,124.0,2,-10.0,0.1248885614370425,0.2497219107439049,1.2903461058723331,1.0
8568,1,0,6,53.0,1462.0,3,-10.0,0.305841050966086,0.34653841704997485,1.5120482816346046,1.0
8577,0,0,1,1.0,113.0,1,0.0,0.2664189755096605,0.5913380404341404,4.856164704505298,0.0
8586,1,0,1,67.0,1361.0,3,3.0,0.1935495901830522,0.4164952469338805,1.4676459519064935,1.0
8587,1,0,1,43.0,1216.0,2,3.0,0.3197166326659792,0.4766648561135549,3.2567392782094253,1.0
8588,1,0,9,45.0,827.0,2,-3.0,0.360482327264446,0.33396349102299644,2.0027289764098706,0.0
8590,1,0,1,34.0,379.0,2,-10.0,0.3195863045775952,0.4244591129547832,3.30759437507128,1.0
8598,1,0,3,68.0,662.0,3,-10.0,0.1854650002600233,0.3191010214705033,0.7504348074142135,1.0
8606,1,1,1,66.0,496.0,3,-10.0,0.16606550737933018,0.3605397084118956,1.49162761143429,0.0
8612,1,0,12,74.0,1323.0,3,-3.0,0.17935018370971847,0.2397363182682479,-0.8256824255927206,0.0
8616,1,0,5,55.0,789.0,1,-10.0,0.27812283815171196,0.34577960259345897,1.5510663996416514,0.0
8622,1,0,2,2.0,1026.0,3,10.0,0.31055358033418085,0.6427046974588932,5.231374387618777,0.0
8625,0,0,1,60.0,518.0,2,13.0,0.19749713676126507,0.3905531951529344,1.9610113966546896,1.0
8627,1,1,1,74.0,296.0,1,-13.0,0.10539524309279008,0.2604069391250554,0.7362243071081039,1.0
8629,0,0,5,9.0,186.0,3,13.0,0.4922695300113906,0.3056885447376937,3.307410573320128,0.0
8631,1,0,7,81.0,1631.0,3,0.0,0.13967315193436267,0.234169205961705,-1.2532493008440415,1.0
8637,0,0,1,59.0,1025.0,2,-7.0,0.2313289707986012,0.4440580492253381,2.2048998156485027,1.0
8642,1,0,15,85.0,114.0,1,-4.0,0.07580169985154217,0.06852928042773414,0.0016640315768120528,0.0
8643,0,0,1,57.0,1719.0,3,1.0,0.2445402951847074,0.4463249277455766,2.2220287874562272,1.0
8647,0,0,1,66.0,781.0,1,-6.0,0.1887030061074564,0.4064151106264818,1.6254184845649189,1.0
8660,0,0,1,19.0,1194.0,2,10.0,0.4479377847213568,0.4610974036463321,4.115134483294342,0.0
8669,0,0,1,61.0,1642.0,3,0.0,0.22364639738881198,0.4351715562387507,1.9157443865550507,1.0
8674,1,0,3,81.0,255.0,3,1.0,0.08176404156560925,0.17397512284281008,-0.15927486743909758,1.0
8675,1,0,2,23.0,143.0,2,1.0,0.3518811903935685,0.3370930436605345,3.0047226244196152,0.0
8680,0,0,1,51.0,1676.0,2,-1.0,0.2770339430611939,0.4613958729578119,2.6787123685262832,1.0
8681,0,0,4,29.0,1407.0,2,-2.0,0.4518864593706048,0.3893153303142513,3.2550448266584464,0.0
8684,0,0,2,33.0,830.0,3,-8.0,0.3928617440232057,0.4308646721067119,3.4025981140263366,0.0
8688,0,0,10,65.0,1344.0,3,0.0,0.2331263396083489,0.2828741676883212,0.14118338852259504,0.0
8689,1,0,6,29.0,1174.0,3,0.0,0.4653836232150487,0.3668125996309509,3.111597896913602,1.0
8690,0,0,2,2.0,983.0,1,0.0,0.3101747438139576,0.6426978047371229,5.231231587176924,1.0
8695,0,0,2,70.0,474.0,1,-6.0,0.15247160492564255,0.2992727950216815,0.7804884849255209,1.0
8697,1,0,10,64.0,85.0,3,6.0,0.15123430555686415,0.10881508771904687,0.7238671645681525,1.0
8706,1,0,12,40.0,269.0,3,-17.0,0.3164755793427466,0.25761295674210105,1.809484132957077,0.0
8707,0,0,6,38.0,201.0,3,17.0,0.29515884713477913,0.27479382100668137,2.0470750971824176,1.0
8708,0,0,18,38.0,64.0,3,17.0,0.3291884693570462,0.13804759282836884,1.6415219913650403,0.0
8710,0,0,1,24.0,1564.0,2,0.0,0.4240992307053223,0.4667586160352771,3.97018370228212,1.0
8721,0,0,1,37.0,1319.0,3,-4.0,0.35321399165380896,0.4785658715187818,3.5417743629032885,1.0
8730,0,0,3,15.0,1391.0,1,0.0,0.5207160509475991,0.3868158437644688,3.794734462350431,0.0
8731,0,0,2,61.0,1234.0,1,-3.0,0.2358784940712705,0.3943223733253904,1.5623019408277898,0.0
8732,1,0,2,75.0,1104.0,3,3.0,0.16156005292030806,0.33657743065585666,0.3065466231002376,1.0
8738,1,0,1,39.0,1552.0,1,-13.0,0.3430283124851304,0.4762281493705984,3.4141245101168702,1.0
8749,0,0,2,26.0,1192.0,3,0.0,0.4408408291320991,0.4294965851922353,3.6731912968012614,1.0
8751,1,0,4,69.0,979.0,1,-3.0,0.19718216185793536,0.3191093045178928,0.4412354211688245,1.0
8757,1,0,20,90.0,1423.0,3,-7.0,0.10201117017081894,0.1543899819607771,-2.515174272042263,0.0
8761,0,0,10,46.0,302.0,1,17.0,0.2795440542170314,0.260384218693761,1.5569223513229162,0.0
8768,0,0,1,70.0,900.0,3,3.0,0.1741041111898572,0.3975601630916957,1.2847811292683429,1.0
8772,1,0,20,65.0,1685.0,1,1.0,0.2370326253203674,0.2419479413754081,-0.3713786302648285,0.0
8793,1,0,5,44.0,362.0,1,-7.0,0.2954712084450342,0.3136455243651863,2.0587091164060007,1.0
8796,0,0,12,52.0,20.0,2,7.0,0.19441224932318985,0.11151444245885707,1.0095736664649009,0.0
8798,1,0,1,54.0,1387.0,3,7.0,0.26071632704072817,0.4585462949645223,2.528765421655573,1.0
8801,1,0,6,42.0,470.0,3,-16.0,0.335057986597426,0.3293373374636093,2.2347677147504883,1.0
8805,1,0,1,71.0,61.0,1,-9.0,0.09817452055876727,0.13549574249158494,0.8495550043122158,1.0
8814,0,0,8,30.0,91.0,3,6.0,0.3990722881672095,0.1788810841367338,2.203311050188565,1.0
8819,0,0,1,27.0,972.0,1,0.0,0.403024629514606,0.4724254420111757,3.9243042555593752,1.0
8824,1,0,3,68.0,1351.0,1,1.0,0.20270641932432992,0.3420694592798478,0.6256759417946813,0.0
8825,1,0,9,78.0,1051.0,1,1.0,0.15532303913210402,0.2381680939299104,-0.9300878614530056,1.0
8831,0,0,13,68.0,215.0,3,8.0,0.12956300871055507,0.15980020372067708,0.01674847091495857,0.0
8841,0,0,1,15.0,588.0,3,-3.0,0.4509286066490314,0.4438446563387807,4.101886553342882,0.0
8842,0,0,1,51.0,1674.0,2,10.0,0.2770360532781885,0.4614253530969964,2.67917242029486,1.0
8851,0,0,5,49.0,74.0,3,22.0,0.2310759671839451,0.15528717568325334,1.4320813136018546,0.0
8855,0,0,1,64.0,1191.0,2,-10.0,0.207762806053432,0.4288646390664394,1.7708693184644468,1.0
8857,1,0,9,17.0,762.0,2,-10.0,0.5446989583283192,0.3279194112920926,3.3790896281605463,1.0
8861,1,0,13,78.0,20.0,1,-20.0,0.07572732959567056,0.06371483925944964,0.1813531558484694,0.0
8872,1,1,1,21.0,1230.0,2,0.0,0.43795107197453503,0.4645036600463643,4.0722932162479415,0.0
8875,0,0,2,54.0,348.0,2,0.0,0.2135338191250582,0.32844056372480873,1.8063394655643807,1.0
8883,0,0,1,42.0,666.0,2,0.0,0.3083202208087516,0.4596809988379426,3.235598223706358,1.0
8890,0,0,1,42.0,1029.0,2,-8.0,0.3228473475253794,0.4764485231946349,3.3211237160909666,0.0
8901,1,1,17,56.0,1177.0,2,5.0,0.3009528699646862,0.28172172558626674,0.7182789014427917,0.0
8907,0,0,3,91.0,408.0,2,8.0,0.07040345316598244,0.17409709932923856,-0.8693564073726268,1.0
8908,1,0,4,66.0,208.0,1,8.0,0.1298036201788917,0.20494502574123505,0.5601247844542321,0.0
8909,0,0,3,22.0,146.0,3,8.0,0.3718674771767385,0.3187900789543687,2.9236313998954446,1.0
8910,1,0,14,91.0,1393.0,3,-7.0,0.09834092620222984,0.1645434725328679,-2.4080894460807585,0.0
8916,1,1,1,59.0,441.0,3,4.0,0.19227695468883074,0.3752090542258952,1.9456546059221425,1.0
8918,1,0,1,17.0,33.0,3,11.0,0.4198339306885807,0.2516387915241528,2.8989237808216064,1.0
8928,0,0,1,67.0,1012.0,2,-7.0,0.19086356506758453,0.41476827417392864,1.5395239686209492,0.0
8934,1,0,18,91.0,1470.0,3,-10.0,0.09801174517871386,0.15423028469429095,-2.554071037701122,0.0
