,shotgun,no_huddle,ydstogo,yardline_100,half_seconds_remaining,run_location,score_differential,fg_prob,td_prob,ep,third_down_converted
6502,1,0,8,57.0,1561.0,1,15.0,0.2832304665435926,0.31813234303508275,0.96518844173227,0.0
6504,0,0,1,66.0,1292.0,2,-18.0,0.19831283297199376,0.4210149689756907,1.5742200592886886,0.0
6511,0,0,1,66.0,1495.0,1,-7.0,0.1984882127765264,0.41898726584723694,1.5212540640347123,1.0
6512,0,0,1,8.0,1003.0,3,-7.0,0.5005482935997415,0.4370169715866773,4.266394905624159,1.0
6523,1,0,10,72.0,417.0,2,-11.0,0.14672611089160087,0.20362765972952668,-0.1887523742190272,1.0
6527,0,0,5,33.0,104.0,3,5.0,0.3708485828934909,0.1944388315292492,2.21574899888606,0.0
6528,0,0,1,44.0,1625.0,2,0.0,0.3155432030127688,0.47230558484728,3.134738832811732,1.0
6531,1,0,2,77.0,810.0,1,0.0,0.1460130385332405,0.3163470137300428,0.19783006039046652,0.0
6533,0,0,1,36.0,467.0,2,-2.0,0.32172973348717143,0.4396347776863655,3.346932002424012,0.0
6541,0,0,1,46.0,830.0,3,7.0,0.2954000452122306,0.4663564812148352,3.080444383307147,1.0
6545,1,1,1,82.0,378.0,2,-1.0,0.08987262045360984,0.2507095314143877,0.2503342469876801,1.0
6547,0,0,1,16.0,201.0,2,1.0,0.3903648135058229,0.3944910628977367,3.6189881698208164,1.0
6559,1,0,2,2.0,949.0,2,12.0,0.30985118465387124,0.6426418702562986,5.230704822156254,0.0
6565,1,0,1,18.0,803.0,3,-3.0,0.4458031066810039,0.4568585584060928,4.118193774769807,1.0
6569,1,0,15,80.0,209.0,2,0.0,0.08282553469738667,0.11892222000954715,-0.6337963782631374,0.0
6571,1,0,3,70.0,1744.0,3,-3.0,0.19060241930385266,0.3280962848145107,0.3151983981143214,1.0
6574,0,0,1,28.0,1152.0,1,-4.0,0.4004373269314885,0.4742975957533427,3.893911269502588,1.0
6576,1,0,2,29.0,900.0,2,3.0,0.41861818414198615,0.4307317553427285,3.57059236283113,1.0
6588,1,0,6,53.0,740.0,3,1.0,0.2915783323626522,0.3371580562818978,1.6028158720501038,0.0
6599,1,0,4,74.0,113.0,2,5.0,0.1087719477443164,0.11326837486747192,0.5711375979285629,0.0
6603,0,0,1,39.0,1023.0,2,-3.0,0.3391412263208532,0.4778922058931117,3.4700467545630493,1.0
6609,1,0,6,87.0,29.0,2,1.0,0.05251520589069104,0.06091190459670502,0.07553449995962598,0.0
6615,1,0,1,54.0,732.0,1,10.0,0.2472480865230375,0.4429470943141749,2.5368535400233743,1.0
6620,1,0,3,57.0,109.0,3,7.0,0.1896945143736001,0.16255049286799428,1.2961552170102997,0.0
6627,0,0,1,23.0,63.0,2,1.0,0.3887112038712075,0.2554147422490587,2.802491672636924,0.0
6631,1,1,10,50.0,1368.0,3,-1.0,0.3365890527620959,0.3236644917776687,1.4937495201032998,1.0
6632,0,0,1,1.0,1202.0,1,-1.0,0.2030412988706818,0.7519367560814725,5.68031814102487,0.0
6633,1,0,2,2.0,821.0,1,-8.0,0.3083834186604421,0.6419053684919223,5.224418307547468,0.0
6636,1,1,5,6.0,126.0,1,-5.0,0.4949420869490472,0.2939145335407462,3.2748779383000377,0.0
6648,1,0,2,44.0,1486.0,2,-16.0,0.3366377130088566,0.4296396710529827,2.7907871872172825,1.0
6655,1,1,5,21.0,129.0,2,-15.0,0.3879529426736025,0.29048430151390114,2.7641553619077617,1.0
6656,0,0,10,45.0,103.0,2,9.0,0.2853935176002512,0.15300033753398215,1.5580077267737964,0.0
6657,1,0,3,67.0,1728.0,3,0.0,0.2072357133340696,0.34071425237280417,0.6083112010209291,0.0
6658,1,0,5,10.0,1371.0,3,0.0,0.570048562419603,0.3477137464860766,3.7240852289253534,1.0
6666,1,0,14,96.0,1247.0,3,-10.0,0.0808938305287029,0.1468307622153704,-2.7161944255600874,0.0
6671,0,0,8,15.0,450.0,2,24.0,0.5252165146500171,0.3179686703381589,3.336723431419346,0.0
6681,1,0,1,7.0,372.0,2,7.0,0.4734457548851548,0.41430386840469424,4.070405605961044,1.0
6688,0,0,1,82.0,1173.0,2,4.0,0.1263882057656041,0.3447745980993487,0.10663369956074442,1.0
6700,1,0,2,9.0,1360.0,2,6.0,0.5330175588035313,0.39739684740674097,4.026535885861348,0.0
6709,0,0,3,3.0,55.0,1,15.0,0.4324696231272905,0.381731536619242,3.8945445948836137,0.0
6715,0,0,2,45.0,969.0,1,-9.0,0.3259449397692118,0.4286646975844217,2.790900590086397,1.0
6718,0,0,1,31.0,529.0,3,9.0,0.3577696705864869,0.4517264658107216,3.624058658110976,0.0
6722,0,0,1,59.0,1321.0,3,27.0,0.2340325860158176,0.4455218380503165,2.159439124638215,1.0
6723,1,0,6,29.0,1183.0,3,27.0,0.4654700599166749,0.3667878336761044,3.1108064012122214,0.0
6724,1,0,13,41.0,935.0,2,-27.0,0.4025294949362225,0.32048764286265563,2.1047408250096766,1.0
6727,0,0,1,83.0,672.0,1,-27.0,0.11086419653968824,0.3114987999327594,0.15254797555300034,1.0
6728,1,0,10,58.0,265.0,3,20.0,0.1917373695412302,0.21522572339836066,0.7350251342599473,1.0
6729,0,0,1,39.0,128.0,1,20.0,0.22898614812580034,0.3308988664649651,2.448778430878217,1.0
6732,0,0,1,58.0,1473.0,2,-7.0,0.2395146904612553,0.4470469885809297,2.2045880537310687,1.0
6743,0,0,1,66.0,1041.0,2,-38.0,0.19621385455831653,0.4195111939571904,1.6231448304409488,0.0
6744,0,0,1,60.0,778.0,1,38.0,0.21842134315299425,0.4287827655380728,2.1098042032955595,0.0
6746,1,0,5,40.0,360.0,1,31.0,0.3222628489640314,0.3215893427688728,2.297935500497467,1.0
6748,0,0,9,63.0,75.0,3,34.0,0.15190474835099324,0.11035660928769313,0.7611333623875791,0.0
6749,1,0,9,74.0,1593.0,2,-3.0,0.1770815497390608,0.251385910406137,-0.7370094777091571,0.0
6753,1,0,1,79.0,779.0,2,-10.0,0.13100819135592184,0.3449840673633352,0.4860631654380123,1.0
6754,0,0,1,88.0,557.0,1,10.0,0.08733171824835903,0.2659582973031885,-0.219790885141008,1.0
6768,0,0,3,68.0,772.0,1,14.0,0.19244520475828167,0.33008755269710305,0.7497522542915709,0.0
6774,0,1,1,46.0,1709.0,2,22.0,0.3044886381575044,0.4689616846642946,2.9987741690200487,1.0
6775,1,0,8,10.0,1448.0,3,22.0,0.5905384411230116,0.32175669083532205,3.5733564253691936,0.0
6786,1,0,2,86.0,385.0,3,-4.0,0.08127748099340783,0.2048160109219836,-0.3522679991050086,0.0
6787,0,0,1,1.0,147.0,3,4.0,0.1831395298507702,0.6986680737970512,5.282982314441036,1.0
6791,0,0,1,81.0,1236.0,2,10.0,0.1306143718650526,0.3502156845228924,0.1830860600085944,0.0
6795,1,1,1,66.0,209.0,2,-10.0,0.11957656035394244,0.2617139071087176,1.1177489248232326,1.0
6809,1,0,1,41.0,1683.0,2,-11.0,0.3321263509625868,0.4738229779732179,3.289297088497485,1.0
6810,1,0,1,1.0,1488.0,3,-11.0,0.2042421869268529,0.7503217320702318,5.666191584985143,1.0
6817,1,0,1,30.0,556.0,3,7.0,0.3661462983906896,0.4548649660494198,3.684814727562976,1.0
6818,0,0,1,11.0,377.0,2,7.0,0.4520652562528126,0.4207709541918912,4.011722492849983,0.0
6827,0,0,1,50.0,805.0,1,2.0,0.2725437511629376,0.4580428864877208,2.829207098198937,1.0
6829,1,0,22,83.0,68.0,3,5.0,0.07306651061161641,0.05859524246037993,0.0021055836805017325,0.0
6837,1,0,1,66.0,1728.0,3,0.0,0.1979944304212429,0.4152138835516023,1.4544438282355316,1.0
6846,1,0,1,23.0,1617.0,1,-4.0,0.4295295982283268,0.4647892406374151,3.989839471751669,1.0
6848,1,0,3,9.0,1194.0,2,-3.0,0.5509337439182423,0.3750805291612687,3.9091607006940894,1.0
6852,0,0,7,45.0,166.0,1,11.0,0.2384269558338921,0.23875998763741985,1.5187687121117983,0.0
6856,1,0,11,63.0,1114.0,1,-3.0,0.2462760042889498,0.2851374093405475,0.3381760354723813,0.0
6858,0,0,1,73.0,900.0,1,-3.0,0.1604226340240023,0.38370918610223503,1.0154266045438425,1.0
6860,0,0,1,43.0,551.0,1,3.0,0.292376255615301,0.4441361862306321,3.0929777330478165,1.0
6861,1,0,3,50.0,258.0,3,-3.0,0.22198333005085027,0.29246039704590754,1.7264924517022984,1.0
6864,0,0,2,22.0,1478.0,2,4.0,0.4648921019506406,0.42235559789901067,3.7655505171717136,1.0
6869,1,0,22,67.0,495.0,2,-4.0,0.18998862008618989,0.2022364818125086,-0.2196490433704248,0.0
6872,1,0,16,89.0,914.0,2,-7.0,0.10420113743409826,0.16602787194925273,-2.099201621944876,0.0
6883,0,0,1,1.0,811.0,2,14.0,0.20063912921667704,0.7512604070310561,5.6775242946247015,0.0
6891,1,0,15,69.0,710.0,3,0.0,0.1971504157221665,0.2354603068048001,-0.2740742172302273,0.0
6893,0,0,1,58.0,262.0,2,2.0,0.16478040227384694,0.31821799484869273,1.7117633039118003,1.0
6900,1,0,10,85.0,167.0,1,12.0,0.06189599878927327,0.10576257219799187,-0.6611590422818623,0.0
6906,0,0,1,71.0,945.0,3,0.0,0.17060801870295567,0.3951460298913751,1.1913500812467748,0.0
6917,0,0,2,50.0,977.0,3,7.0,0.2963515321780656,0.42097285655989225,2.4606625340917203,0.0
6919,1,0,2,37.0,432.0,3,3.0,0.3319037510551085,0.3915919366977273,2.9548671161679287,1.0
6922,1,0,7,20.0,116.0,3,7.0,0.4951337789251574,0.19608759839187268,2.6710047165703337,0.0
6928,1,0,3,71.0,300.0,1,0.0,0.12473176424967412,0.2270960481020885,0.43081432586803214,1.0
6929,1,0,1,26.0,120.0,2,-6.0,0.30481557543639576,0.3603594050147417,3.0431001554773522,1.0
6930,1,0,6,20.0,40.0,2,-6.0,0.4482191509999209,0.18446714232628875,2.469213628121091,1.0
6938,1,0,6,75.0,1668.0,1,0.0,0.16917465833611814,0.2677854164808015,-0.6025694011063518,0.0
6939,1,0,9,75.0,1536.0,1,0.0,0.17181575472434776,0.2481083442917028,-0.8147029966381019,0.0
6940,0,0,1,59.0,1422.0,3,0.0,0.2342316501783793,0.4446354087566824,2.1367045790987733,1.0
6945,0,0,1,13.0,1482.0,3,-14.0,0.4801715259454866,0.4468550232430765,4.192383575580166,1.0
6948,1,0,10,92.0,1004.0,3,8.0,0.0938130607562925,0.17446344965789345,-2.1467866656317947,0.0
6958,0,0,1,60.0,1633.0,2,0.0,0.2288701060318216,0.43861492275977976,2.0017059225128824,0.0
6969,1,0,17,46.0,1425.0,3,-8.0,0.3764351722711045,0.2998051850598276,1.5235017793696717,0.0
6974,1,0,10,65.0,406.0,2,-3.0,0.1818999066782768,0.2266191351283713,0.3173404207520758,0.0
6977,1,0,8,88.0,73.0,2,3.0,0.05828183232803171,0.064075487420062,0.01866432563203796,0.0
6978,0,0,1,50.0,482.0,2,0.0,0.2451539677794365,0.4157725667202781,2.60303232901652,1.0
6980,0,0,8,15.0,234.0,3,0.0,0.4807120808883761,0.2927995920551324,3.0749308123148453,0.0
6981,0,0,1,66.0,1723.0,3,0.0,0.1980093899542857,0.4153036782494029,1.4559153164943024,1.0
6985,0,0,1,12.0,591.0,3,4.0,0.46687993796891,0.4386812186403391,4.150856071898787,1.0
6991,0,0,1,64.0,769.0,3,34.0,0.19788084273828987,0.4133452362667468,1.7887500865437649,1.0
6992,0,0,3,38.0,494.0,2,34.0,0.34728624684793946,0.3775544030585465,2.8002136227011682,0.0
6993,0,0,11,34.0,317.0,3,34.0,0.3735897905772511,0.2825226743499689,2.2654548708205007,0.0
6995,1,0,13,94.0,1735.0,2,0.0,0.08618914874106258,0.1522457097884934,-2.691890033896776,0.0
6996,1,0,5,54.0,1617.0,2,0.0,0.2953064391629211,0.3531859463818975,1.4958277616967106,0.0
7003,1,0,11,66.0,519.0,2,3.0,0.19428127322010266,0.2395943281189301,0.19282879611602755,0.0
7006,1,0,28,30.0,19.0,2,-3.0,0.3782441396422099,0.1264692989810416,1.7713589752473475,0.0
7010,0,0,1,82.0,1320.0,1,-3.0,0.12680614752834524,0.3444869010111232,0.059971908931556676,0.0
7028,0,0,1,48.0,716.0,3,8.0,0.27865127118626465,0.4551871812932968,2.922220414821418,1.0
7031,0,1,1,33.0,322.0,2,-11.0,0.3146245470481612,0.4121189581068957,3.2479443783531097,0.0
7045,1,0,3,58.0,1088.0,2,4.0,0.25924918514093304,0.3776031446476921,1.5898258977915591,1.0
7053,0,0,1,66.0,1735.0,3,0.0,0.19797325356847445,0.4150877100200587,1.4523817072683605,1.0
7072,0,0,3,55.0,130.0,3,26.0,0.15914655656217516,0.2273417933688931,1.1791825665363762,1.0
7084,1,0,2,28.0,1248.0,1,-10.0,0.4299596403349597,0.4313698303758521,3.6013233602209294,1.0
7088,1,0,11,70.0,243.0,3,20.0,0.125682254757353,0.16616868211126287,-0.04070433385546757,0.0
7089,0,0,8,25.0,120.0,3,20.0,0.3671118718816155,0.26182994524209235,2.4234655186440435,0.0
7090,0,0,17,34.0,112.0,1,20.0,0.39232511518486335,0.1565435361484522,1.9658168452501108,0.0
7094,0,0,2,37.0,1167.0,1,0.0,0.3768604489897207,0.4355325320473174,3.2283388624539944,0.0
7100,1,0,2,57.0,1688.0,1,-4.0,0.25883971579264936,0.4015958768039649,1.788892335211604,1.0
7105,0,0,2,11.0,900.0,1,4.0,0.5173542066490209,0.4030143096750864,4.010354133007179,1.0
7108,1,0,5,59.0,389.0,3,18.0,0.2062141729427832,0.2758202211319321,1.0733479890765996,0.0
7109,1,0,1,81.0,274.0,2,-18.0,0.080083389623063,0.22061879328958411,0.2926600947261375,0.0
7118,1,0,4,13.0,558.0,2,11.0,0.5214589491115164,0.3592849780912074,3.6730957569092517,0.0
7121,0,0,1,49.0,1644.0,2,-18.0,0.2880104030144956,0.46549117320187205,2.821514924480713,1.0
7126,1,0,7,29.0,359.0,2,25.0,0.4085506321123739,0.3177355603190955,2.750277950707524,0.0
7129,0,0,6,32.0,75.0,1,25.0,0.3664784720382226,0.1813928926700659,2.1245390419584207,0.0
7132,1,0,14,93.0,1404.0,3,0.0,0.09092639383579644,0.15686656753526027,-2.5602902437667536,0.0
7140,0,0,1,66.0,1258.0,3,-24.0,0.1981866971364721,0.4211498896858124,1.5822477237521084,1.0
7143,0,0,2,66.0,148.0,2,24.0,0.1120796551809802,0.20870446659716305,0.7554084388228871,1.0
7146,1,0,7,7.0,1091.0,1,-10.0,0.5443772563746121,0.4090453056259883,4.287574118576969,1.0
7153,1,0,20,20.0,108.0,2,3.0,0.6497398950509122,0.14324583329658566,2.8696120412053907,0.0
7154,1,0,10,75.0,82.0,2,-6.0,0.10055501026600057,0.08577007971404818,0.3433706515334766,0.0
7167,1,0,12,43.0,1504.0,3,3.0,0.3911543911972077,0.3221269019563009,1.9159510739448704,0.0
7176,0,0,2,30.0,958.0,1,7.0,0.4143793497211429,0.4323071301190468,3.5377605874845632,1.0
7178,1,0,1,37.0,737.0,1,-10.0,0.34053815995466113,0.4690093757274873,3.512221907218247,1.0
7182,0,0,1,49.0,242.0,1,3.0,0.2052196823664997,0.3450280654695824,2.217351125213665,0.0
7188,0,0,1,48.0,981.0,1,3.0,0.28912483546442125,0.4687876377821797,2.978977321833081,1.0
7191,1,0,2,59.0,551.0,1,-3.0,0.21805041332996908,0.3602778971572936,1.675064737232581,1.0
7194,0,0,10,56.0,95.0,1,6.0,0.20235512219151472,0.1286224816316078,1.0612786259224205,0.0
7203,1,0,3,74.0,282.0,2,-3.0,0.1097203247108154,0.2093544862256826,0.238469997699142,1.0
7208,1,0,3,59.0,1318.0,2,-13.0,0.2548520533911328,0.3745501964931438,1.4564315464595663,1.0
7209,1,1,2,37.0,1024.0,2,-13.0,0.374808417472853,0.4349074064438561,3.2355364176206565,0.0
7215,1,0,5,55.0,305.0,1,0.0,0.2115507075576349,0.2666192950508437,1.2621974784762693,0.0
7220,1,0,1,48.0,999.0,2,-4.0,0.28951087737249165,0.4691758843793571,2.9793248793087965,1.0
7228,0,0,6,56.0,68.0,3,10.0,0.18511236655843152,0.13281114755855267,1.089396615595634,0.0
7232,1,0,3,26.0,961.0,2,-4.0,0.4538858876674372,0.4045396698878119,3.5167069642058935,1.0
7235,1,0,26,84.0,472.0,3,-6.0,0.10319000545744128,0.13743587156110795,-1.4726749091061118,0.0
7244,0,0,1,34.0,451.0,3,-7.0,0.3309929792657869,0.4387192187542847,3.4150811921297706,0.0
7246,0,0,6,16.0,56.0,2,0.0,0.4915101595140534,0.19006783770559044,2.654216635728411,0.0
7252,1,0,13,72.0,66.0,1,0.0,0.10895745709680403,0.08344443116767065,0.38108235314438826,0.0
7260,0,1,1,70.0,538.0,3,-14.0,0.15270888924442744,0.3522749108223023,1.2104529314919747,0.0
7266,0,0,1,87.0,1074.0,1,0.0,0.10706501915866168,0.3164151502990445,-0.3353983957677804,1.0
7267,1,0,8,24.0,900.0,1,0.0,0.5024389130161069,0.34519021929623056,3.2072126193651096,1.0
7268,1,0,2,66.0,727.0,1,-6.0,0.19559138876405247,0.35832691715220377,1.1766012869717957,1.0
7270,0,0,1,66.0,209.0,3,3.0,0.11957656035394244,0.2617139071087176,1.1177489248232326,0.0
7273,0,0,2,67.0,1701.0,1,3.0,0.2025006723250382,0.3665796421238456,0.8913117814429463,0.0
7279,1,0,4,63.0,746.0,2,0.0,0.2226182162776388,0.33051738809191805,1.0097095702240348,0.0
7280,1,0,33,75.0,502.0,3,0.0,0.14772605874617725,0.16170787378053894,-1.010974478175656,0.0
7283,1,0,5,29.0,47.0,3,-3.0,0.3713270646904877,0.1833084778191616,2.1855131740141864,1.0
7290,0,0,1,72.0,582.0,3,-7.0,0.14813344698787242,0.3520151326448971,1.0702595218215882,1.0
7291,1,0,2,84.0,336.0,2,7.0,0.08179998540873397,0.20013229879174346,-0.199674251823724,1.0
7302,0,0,1,66.0,158.0,1,8.0,0.10937884537813222,0.2397382263144324,1.0294631345495109,0.0
7309,0,0,1,6.0,681.0,1,9.0,0.5020041017254376,0.42881095710950395,4.247655048698846,1.0
7325,1,0,4,23.0,1528.0,1,0.0,0.4883367504152784,0.3821444466604029,3.464397347382378,1.0
7329,1,0,8,29.0,1187.0,3,-6.0,0.4756733340467372,0.35022580497545824,2.9915475257037403,0.0
7330,0,0,2,11.0,1021.0,2,-6.0,0.5196311854901672,0.4034122626016716,4.0142160738439046,1.0
7331,1,0,3,3.0,945.0,2,-6.0,0.3837804695675371,0.568385914870074,4.929584037099407,1.0
7341,0,0,1,47.0,1559.0,3,-6.0,0.2989976330367037,0.4696574624421955,2.967844948941857,1.0
7351,1,0,3,63.0,249.0,1,3.0,0.15021290082047245,0.2420187613017949,0.8958245192188856,1.0
7352,0,0,1,66.0,1714.0,2,0.0,0.1980359577153517,0.4154645976779019,1.4585608623262611,1.0
7353,0,0,1,47.0,1430.0,3,0.0,0.2988350913365938,0.4711090239964401,2.9927289737715315,1.0
7359,0,1,1,29.0,131.0,3,-14.0,0.2895875835773608,0.3584981721603241,2.9453138350852064,1.0
7368,0,0,5,74.0,74.0,1,25.0,0.09897964364952333,0.09790000113238076,0.4789332277547417,0.0
7371,1,0,10,49.0,1020.0,1,1.0,0.3408581226620413,0.3259169613240924,1.6397269798248306,0.0
7375,1,0,10,46.0,533.0,1,1.0,0.3283798092446657,0.3038911662503881,1.7867579885359222,0.0
7380,1,0,2,55.0,1125.0,3,-14.0,0.2694619881868808,0.4118196821700463,2.077653865571481,0.0
7381,1,0,1,76.0,987.0,1,14.0,0.14915502411195586,0.3727812317043516,0.725601848847933,1.0
7387,1,0,1,29.0,1663.0,2,0.0,0.3977337627095615,0.4716053887351162,3.808369336673056,1.0
7391,0,0,1,1.0,354.0,2,-10.0,0.19270800442068256,0.7309018518008732,5.525867717581265,0.0
7395,1,0,12,42.0,1173.0,1,-10.0,0.3976944327778221,0.3255058555927788,2.051076785897966,1.0
7398,1,0,3,3.0,265.0,2,7.0,0.35656954053208184,0.5382872976929446,4.662901388304763,0.0
7400,1,0,5,59.0,66.0,2,-2.0,0.16527180506820638,0.1296640970526379,0.9990583132935432,1.0
7403,1,0,4,41.0,1469.0,2,0.0,0.3759150732331861,0.3892020962190252,2.6193510627845944,1.0
7408,1,0,16,33.0,230.0,2,10.0,0.36293454621926097,0.24802630563827985,2.0431091010544344,0.0
7422,0,0,4,10.0,120.0,1,7.0,0.4571068256223595,0.3044010779922464,3.2064931322489763,0.0
7425,0,0,1,66.0,1369.0,1,0.0,0.1984797618090464,0.4204574241197959,1.5550019568653133,1.0
7426,1,0,1,54.0,1251.0,3,0.0,0.26019238168227554,0.459379305224671,2.554352970045409,1.0
7435,1,1,2,73.0,917.0,2,-16.0,0.16807348315099904,0.34127684574499345,0.5407690840220019,1.0
7442,1,0,20,80.0,1338.0,2,0.0,0.1479418817839502,0.19229093339373216,-1.670843436367039,0.0
7448,0,1,2,22.0,400.0,1,0.0,0.420030134065241,0.3933502789264012,3.5352156833458626,0.0
7459,0,0,7,16.0,120.0,3,8.0,0.4316870335753105,0.27645493629018536,2.8446007915590013,0.0
7467,1,0,12,94.0,905.0,3,-7.0,0.08568040940053928,0.15787239863252764,-2.3162853446187315,0.0
7469,1,0,6,71.0,674.0,2,-10.0,0.17671568271933855,0.2704059301835736,0.08017052319544993,0.0
7471,1,0,3,60.0,424.0,3,10.0,0.20038395803646653,0.30670691620000506,1.2828587061371617,1.0
7472,1,0,2,38.0,341.0,1,10.0,0.3080206863587018,0.3700221348606413,2.759064667432732,1.0
7473,1,0,13,35.0,263.0,3,10.0,0.3538960786058177,0.26170714871521994,2.0615795816817464,0.0
7478,1,0,2,54.0,815.0,1,-6.0,0.2672324126686046,0.4056697410998739,2.1600121875072427,0.0
7479,0,0,1,42.0,473.0,3,6.0,0.2883583101888115,0.4322603831577493,3.0576134604337653,0.0
7481,1,0,11,55.0,161.0,3,6.0,0.1808209609712424,0.19002572921488267,0.7781466337720094,0.0
7491,1,0,1,14.0,42.0,2,0.0,0.4474486594843985,0.25597088451451383,3.0215851473849082,1.0
7502,0,0,16,26.0,955.0,2,-4.0,0.5153341912902186,0.30967016861292057,2.8662992103042746,0.0
7503,0,0,1,15.0,678.0,3,4.0,0.4562149313011274,0.4479122317810893,4.13896406248452,1.0
7508,1,0,1,13.0,33.0,3,-13.0,0.4507000695139639,0.2539397694681677,3.0217558130533035,1.0
7509,1,0,4,69.0,1093.0,3,14.0,0.1989660301645393,0.3209650342133894,0.4123379161892768,0.0
7514,0,0,1,65.0,1411.0,1,-3.0,0.2034865756841389,0.42394946135424416,1.632618489189096,1.0
7522,0,0,1,3.0,1509.0,3,14.0,0.5287034562663262,0.42122104098313856,4.2786728338030295,1.0
7528,0,0,1,31.0,210.0,3,7.0,0.3002257757513873,0.3824882527972486,3.0801192161577013,1.0
7533,1,0,6,70.0,1128.0,3,-14.0,0.1973622189769123,0.2935912556926117,0.046335558409370765,1.0
7534,0,0,1,54.0,1025.0,2,-14.0,0.257665416492663,0.4578198864074455,2.5795991339797317,0.0
7538,1,0,24,94.0,1127.0,3,-19.0,0.08713623484958231,0.1355156582867068,-2.768908503034783,0.0
7539,1,0,2,38.0,990.0,1,19.0,0.3681816720918011,0.4342895169725569,3.185577483764332,1.0
7540,1,0,2,26.0,926.0,3,19.0,0.4365192952060403,0.42848124032512536,3.6755100635880313,0.0
7545,0,0,3,52.0,222.0,3,19.0,0.20077225386671568,0.2730981698154938,1.5345162491468778,0.0
7548,1,0,2,42.0,1188.0,2,-7.0,0.34733736344942084,0.4334171845349218,2.9582479687844687,0.0
7551,1,0,9,34.0,805.0,1,7.0,0.4365892952349917,0.3414289108239893,2.6928273002280463,1.0
7567,0,0,1,1.0,607.0,3,0.0,0.19833973164169508,0.746925736679635,5.645826501259997,1.0
7582,1,0,10,75.0,515.0,3,-10.0,0.1446948272623512,0.20976235511904492,-0.4607598924068348,1.0
7583,0,0,1,66.0,244.0,1,3.0,0.12637156601549396,0.2763137006057881,1.1756725047147665,1.0
7587,1,0,5,79.0,1215.0,3,0.0,0.1489256432674719,0.2651357767443407,-0.7201392852690476,1.0
7590,1,0,3,53.0,864.0,2,0.0,0.28415621782811706,0.3855151038902757,2.006636711309969,0.0
7597,1,0,5,25.0,14.0,2,-7.0,0.3852945312759437,0.17896375535844594,2.228273648797521,1.0
7604,1,0,5,14.0,220.0,3,15.0,0.4674985060022951,0.31333734835898697,3.2206215365033968,0.0
7605,1,0,5,18.0,67.0,1,-18.0,0.4759395065084837,0.1980964383113352,2.6550875999270875,0.0
7607,0,0,1,34.0,1231.0,1,7.0,0.3689375390163212,0.4783979312353541,3.677668362365442,0.0
7616,1,0,18,59.0,1604.0,2,7.0,0.2791100710191136,0.2667926834654127,0.2910408919094185,0.0
7617,0,0,1,82.0,1484.0,2,-7.0,0.12671398529709382,0.3426517149554311,0.006945756998705033,1.0
7638,0,0,19,89.0,136.0,2,13.0,0.05012379098087817,0.07839279132352737,-0.916531075798085,0.0
7642,0,0,9,9.0,1409.0,2,-13.0,0.5896576579900309,0.3640578349691729,4.097184387395898,0.0
7646,1,0,10,60.0,893.0,3,6.0,0.2605315556736321,0.2963481358728437,0.7191604269887151,0.0
7649,1,0,4,69.0,683.0,3,0.0,0.1846301961163237,0.30129479604674203,0.4912917435266229,1.0
7654,1,0,8,88.0,33.0,2,-1.0,0.05164703937969706,0.05684508808283496,0.018849402821904948,0.0
7657,1,0,12,80.0,1021.0,2,0.0,0.14575723587834669,0.2155946322442849,-1.2652539030773708,0.0
7659,0,0,1,1.0,173.0,3,7.0,0.1847169683200868,0.7041705874325742,5.324491348258956,1.0
7663,0,0,1,57.0,1101.0,1,21.0,0.2429280067857278,0.4511595184076559,2.352741140396982,0.0
7674,1,0,5,44.0,767.0,2,-8.0,0.349465014234331,0.3667571741725009,2.358869921507852,0.0
7676,1,0,6,79.0,387.0,1,0.0,0.10938191307792296,0.19094471015785325,-0.41324943444541695,1.0
7678,0,0,1,67.0,1721.0,2,0.0,0.19306530101899846,0.4112660858466716,1.365716439951956,1.0
7680,1,0,1,36.0,1288.0,1,7.0,0.3584818543261205,0.4786693018719023,3.5892553770768054,1.0
7684,0,0,1,44.0,568.0,3,0.0,0.28859828736407794,0.4450146540374688,3.0543114683287436,1.0
7685,1,0,13,85.0,32.0,2,0.0,0.05932776022038005,0.0556030922536577,0.023408506344113955,0.0
7694,1,0,1,49.0,1347.0,3,-7.0,0.2876698961535585,0.4688424941246224,2.8809957316979355,1.0
7698,1,0,8,47.0,900.0,1,4.0,0.3468229867173129,0.3400248107664888,1.9200341653356832,1.0
7707,1,0,5,54.0,939.0,2,0.0,0.2908486155883043,0.3545540998619183,1.6326782542873082,1.0
7723,1,0,17,31.0,1270.0,1,0.0,0.4870543428807261,0.3089632548824168,2.569944096199775,0.0
7726,0,0,1,44.0,865.0,3,-3.0,0.30767607953333803,0.4704841747383876,3.2008694115940086,1.0
7727,0,0,1,34.0,732.0,1,-3.0,0.3568217732976732,0.4692296704415606,3.6369297597976376,1.0
7733,1,0,7,74.0,848.0,3,-5.0,0.17070974167818356,0.2625690697891322,-0.3329004785694112,0.0
7744,1,0,2,67.0,558.0,1,-10.0,0.17664523915221708,0.3302258169700871,1.0515688132958778,1.0
7757,0,0,5,75.0,57.0,3,4.0,0.09088224084670868,0.09133512214951724,0.4274362677000007,1.0
7759,0,0,1,1.0,1276.0,3,-14.0,0.2033739394442224,0.7516020720184571,5.677310079908246,1.0
7762,1,0,4,52.0,464.0,2,0.0,0.25910584203276765,0.32711477294477803,1.752106805388201,1.0
